time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
395669,0,0,0,45,455
395669,0,0,0,20,480
395677,0,0,0,28,472
395693,0,0,0,21,479
395745,0,0,0,11,489
395745,0,0,0,8,492
395770,0,0,0,15,485
395798,0,0,0,18,482
395830,0,0,0,25,475
395842,0,0,0,35,465
395900,0,0,0,60,440
395900,0,0,0,9,491
396003,0,0,0,263,237
396003,0,0,0,207,293
396003,0,0,0,188,312
396003,0,0,0,153,347
396003,0,0,0,108,392
396003,0,0,0,14,486
396190,0,0,0,65,435
396190,0,0,0,27,473
396190,0,0,0,12,488
396265,0,0,0,31,469
396265,0,0,0,15,485
396281,0,0,0,8,492
396340,0,0,0,15,485
396388,0,0,0,30,470
396388,0,0,0,20,480
396388,0,0,0,11,489
396483,0,0,0,27,473
396483,0,0,0,11,489
396519,0,0,0,20,480
396534,0,0,0,30,470
396534,0,0,0,12,488
396554,0,0,0,47,453
396554,0,0,0,32,468
396554,0,0,0,16,484
396583,0,0,0,32,468
396687,0,0,0,50,450
396697,0,0,0,42,458
396730,0,0,0,80,420
396730,0,0,0,29,471
396741,0,0,0,45,455
396781,0,0,0,15,485
396814,0,0,0,23,477
396815,0,0,0,68,432
396826,0,0,0,83,417
396826,0,0,0,29,471
396958,0,0,0,26,474
396997,0,0,0,29,471
397023,0,0,0,85,415
397023,0,0,0,39,461
397023,0,0,0,27,473
397075,0,0,0,57,443
397075,0,0,0,37,463
397126,0,0,0,49,451
397126,0,0,0,31,469
397184,0,0,0,27,473
397184,0,0,0,19,481
397213,0,0,0,23,477
397249,0,0,0,74,426
397249,0,0,0,16,484
397250,0,0,0,36,464
397250,0,0,0,19,481
397250,0,0,0,27,473
397295,0,0,0,26,474
397313,0,0,0,27,473
397373,0,0,0,81,419
397373,0,0,0,37,463
397395,0,0,0,55,445
397395,0,0,0,38,462
397508,0,0,0,37,463
397508,0,0,0,29,471
397525,0,0,0,30,470
397581,0,0,0,47,453
397581,0,0,0,29,471
397631,0,0,0,37,463
397636,0,0,0,81,419
397636,0,0,0,50,450
397636,0,0,0,33,467
397639,0,0,0,50,450
397639,0,0,0,23,477
397699,0,0,0,41,459
397707,0,0,0,87,413
397710,0,0,0,77,423
397710,0,0,0,58,442
397712,0,0,0,152,348
397749,0,0,0,147,353
397777,0,0,0,152,348
397781,0,0,0,137,363
397850,0,0,0,121,379
397850,0,0,0,108,392
397864,0,0,0,118,382
397904,0,0,0,133,367
397926,0,0,0,150,350
397938,0,0,0,169,331
397960,0,0,0,182,318
397976,0,0,0,145,355
397976,0,0,0,120,380
397976,0,0,0,116,384
397987,0,0,0,147,353
398001,0,0,0,174,326
398013,0,0,0,178,322
398042,0,0,0,194,306
398087,0,0,0,252,248
398104,0,0,0,249,251
398128,0,0,0,252,248
398191,0,0,0,438,62
398192,0,0,0,382,118
398275,0,0,0,419,81
398275,0,0,0,126,374
398347,0,0,0,151,349
398367,0,0,0,142,358
398367,0,0,0,136,364
398411,0,0,0,123,377
398411,0,0,0,121,379
398411,0,0,0,112,388
398438,0,0,0,121,379
398440,0,0,0,123,377
398455,0,0,0,129,371
398467,0,0,0,138,362
398552,0,0,0,151,349
398574,0,0,0,105,395
398639,0,0,0,88,412
398701,0,0,0,39,461
398742,0,0,0,56,444
398750,0,0,0,50,450
398813,0,0,0,56,444
398914,0,0,0,42,458
398914,0,0,0,34,466
398955,0,0,0,80,420
398959,0,0,0,70,430
398979,0,0,0,126,374
398995,0,0,0,119,381
399026,0,0,0,127,373
399063,0,0,0,134,366
399083,0,0,0,127,373
399083,0,0,0,116,384
399125,0,0,0,126,374
399134,0,0,0,133,367
399159,0,0,0,147,353
399161,0,0,0,196,304
399173,0,0,0,156,344
399173,0,0,0,148,352
399263,0,0,0,159,341
399326,0,0,0,167,333
399457,0,0,0,148,352
399568,0,0,0,167,333
399608,0,0,0,140,360
399608,0,0,0,124,376
399685,0,0,0,105,395
399685,0,0,0,79,421
399700,0,0,0,95,405
399774,0,0,0,135,365
399848,0,0,0,162,338
399856,0,0,0,130,370
399858,0,0,0,149,351
399891,0,0,0,130,370
399891,0,0,0,128,372
399891,0,0,0,116,384
399891,0,0,0,97,403
399917,0,0,0,99,401
399973,0,0,0,79,421
399977,0,0,0,91,409
400098,0,0,0,110,390
400127,0,0,0,95,405
400127,0,0,0,86,414
400127,0,0,0,42,458
400162,0,0,0,68,432
400167,0,0,0,100,400
400181,0,0,0,109,391
400262,0,0,0,106,394
400267,0,0,0,125,375
400292,0,0,0,128,372
400322,0,0,0,143,357
400359,0,0,0,163,337
400363,0,0,0,207,293
400504,0,0,0,500,0
400504,0,0,0,6,494
400652,0,0,0,4,496
400665,0,0,0,6,494
400753,0,0,0,5,495
400759,0,0,0,6,494
401111,0,0,0,3,497
401135,0,0,0,6,494
401237,0,0,0,0,500
401345,0,0,0,6,494
402295,0,0,0,4,496
402314,0,0,0,6,494
402684,0,0,0,5,495
402691,0,0,0,6,494
404359,0,0,0,1,499
404432,0,0,0,6,494
404478,0,0,0,4,496
404506,0,0,0,6,494
404766,0,0,0,0,500
404806,0,0,0,494,6
404806,0,0,0,95,405
404806,0,0,0,88,412
404806,0,0,0,69,431
404806,0,0,0,54,446
404806,0,0,0,43,457
404806,0,0,0,25,475
404806,0,0,0,9,491
404806,0,0,0,1,499
404849,0,0,0,7,493
404886,0,0,0,15,485
404886,0,0,0,1,499
404900,0,0,0,12,488
404900,0,0,0,2,498
404912,0,0,0,9,491
404937,0,0,0,25,475
404937,0,0,0,13,487
404955,0,0,0,23,477
404955,0,0,0,13,487
405030,0,0,0,23,477
405030,0,0,0,12,488
405068,0,0,0,27,473
405068,0,0,0,13,487
405079,0,0,0,6,494
405087,0,0,0,20,480
405087,0,0,0,1,499
405093,0,0,0,12,488
405093,0,0,0,0,500
405095,0,0,0,18,482
405095,0,0,0,2,498
405122,0,0,0,14,486
405122,0,0,0,1,499
405133,0,0,0,20,480
405133,0,0,0,5,495
405146,0,0,0,4,496
405155,0,0,0,5,495
405216,0,0,0,12,488
405222,0,0,0,24,476
405306,0,0,0,37,463
405325,0,0,0,51,449
405325,0,0,0,24,476
405362,0,0,0,39,461
405362,0,0,0,21,479
405412,0,0,0,37,463
405412,0,0,0,11,489
405452,0,0,0,30,470
405452,0,0,0,6,494
405575,0,0,0,32,468
405575,0,0,0,15,485
405582,0,0,0,39,461
405582,0,0,0,5,495
405645,0,0,0,4,496
405657,0,0,0,5,495
405701,0,0,0,23,477
405701,0,0,0,7,493
405757,0,0,0,34,466
405757,0,0,0,15,485
405817,0,0,0,14,486
405833,0,0,0,15,485
405876,0,0,0,32,468
405876,0,0,0,11,489
405892,0,0,0,5,495
405947,0,0,0,21,479
405947,0,0,0,7,493
405961,0,0,0,13,487
406108,0,0,0,27,473
406108,0,0,0,11,489
406115,0,0,0,30,470
406115,0,0,0,15,485
406226,0,0,0,49,451
406226,0,0,0,14,486
406296,0,0,0,35,465
406296,0,0,0,21,479
406296,0,0,0,10,490
406303,0,0,0,25,475
406303,0,0,0,11,489
406384,0,0,0,27,473
406384,0,0,0,14,486
406402,0,0,0,49,451
406402,0,0,0,16,484
406446,0,0,0,27,473
406452,0,0,0,41,459
406483,0,0,0,54,446
406527,0,0,0,68,432
406527,0,0,0,25,475
406789,0,0,0,23,477
406805,0,0,0,25,475
406829,0,0,0,23,477
406829,0,0,0,14,486
406848,0,0,0,16,484
406918,0,0,0,49,451
406918,0,0,0,2,498
406970,0,0,0,1,499
406970,0,0,0,0,500
406977,0,0,0,9,491
406977,0,0,0,10,490
406977,0,0,0,0,500
406985,0,0,0,1,499
407066,0,0,0,11,489
407156,0,0,0,8,492
407182,0,0,0,11,489
407344,0,0,0,54,446
407344,0,0,0,11,489
407355,0,0,0,8,492
407355,0,0,0,7,493
407364,0,0,0,8,492
407401,0,0,0,11,489
407411,0,0,0,8,492
407445,0,0,0,11,489
407712,0,0,0,8,492
407757,0,0,0,11,489
407823,0,0,0,54,446
407823,0,0,0,10,490
407847,0,0,0,57,443
407847,0,0,0,3,497
408692,0,0,0,47,453
408692,0,0,0,9,491
408692,0,0,0,2,498
408705,0,0,0,401,99
408705,0,0,0,122,378
408705,0,0,0,83,417
408705,0,0,0,34,466
408705,0,0,0,19,481
408705,0,0,0,2,498
408776,0,0,0,9,491
408776,0,0,0,1,499
408811,0,0,0,55,445
408811,0,0,0,6,494
408819,0,0,0,14,486
408819,0,0,0,7,493
408929,0,0,0,22,478
408929,0,0,0,8,492
408948,0,0,0,47,453
408948,0,0,0,13,487
408950,0,0,0,20,480
408969,0,0,0,37,463
408969,0,0,0,20,480
409016,0,0,0,34,466
409071,0,0,0,51,449
409071,0,0,0,32,468
409120,0,0,0,31,469
409127,0,0,0,32,468
409296,0,0,0,51,449
409296,0,0,0,32,468
409301,0,0,0,22,478
409365,0,0,0,60,440
409365,0,0,0,34,466
409365,0,0,0,16,484
409397,0,0,0,65,435
409397,0,0,0,10,490
409428,0,0,0,6,494
409428,0,0,0,4,496
409455,0,0,0,6,494
409483,0,0,0,16,484
409497,0,0,0,20,480
409560,0,0,0,38,462
409560,0,0,0,19,481
409580,0,0,0,53,447
409580,0,0,0,22,478
409588,0,0,0,16,484
409589,0,0,0,35,465
409589,0,0,0,17,483
409626,0,0,0,43,457
409626,0,0,0,30,470
409652,0,0,0,29,471
409657,0,0,0,35,465
409671,0,0,0,36,464
409718,0,0,0,49,451
409718,0,0,0,33,467
409724,0,0,0,88,412
409724,0,0,0,28,472
409737,0,0,0,77,423
409737,0,0,0,21,479
409787,0,0,0,52,448
409787,0,0,0,21,479
409825,0,0,0,37,463
409849,0,0,0,56,444
409849,0,0,0,16,484
409896,0,0,0,7,493
409920,0,0,0,25,475
409920,0,0,0,13,487
409999,0,0,0,22,478
410034,0,0,0,12,488
410124,0,0,0,22,478
410124,0,0,0,9,491
410151,0,0,0,21,479
410277,0,0,0,81,419
410277,0,0,0,33,467
410277,0,0,0,11,489
410284,0,0,0,24,476
410316,0,0,0,10,490
410354,0,0,0,50,450
410354,0,0,0,15,485
410403,0,0,0,10,490
410407,0,0,0,41,459
410407,0,0,0,24,476
410446,0,0,0,38,462
410457,0,0,0,43,457
410483,0,0,0,65,435
410483,0,0,0,19,481
410563,0,0,0,54,446
410563,0,0,0,20,480
410582,0,0,0,37,463
410582,0,0,0,18,482
410775,0,0,0,7,493
410845,0,0,0,63,437
410845,0,0,0,21,479
410845,0,0,0,7,493
410876,0,0,0,5,495
410892,0,0,0,24,476
410892,0,0,0,6,494
410903,0,0,0,17,483
410903,0,0,0,7,493
410915,0,0,0,9,491
410993,0,0,0,19,481
410993,0,0,0,6,494
411047,0,0,0,24,476
411047,0,0,0,10,490
411104,0,0,0,44,456
411104,0,0,0,32,468
411104,0,0,0,12,488
411111,0,0,0,26,474
411111,0,0,0,15,485
411119,0,0,0,63,437
411119,0,0,0,19,481
411137,0,0,0,32,468
411137,0,0,0,21,479
411138,0,0,0,35,465
411170,0,0,0,28,472
411170,0,0,0,20,480
411215,0,0,0,28,472
411239,0,0,0,39,461
411273,0,0,0,46,454
411273,0,0,0,21,479
411276,0,0,0,32,468
411299,0,0,0,44,456
411306,0,0,0,90,410
411306,0,0,0,40,460
411366,0,0,0,60,440
411435,0,0,0,54,446
411435,0,0,0,52,448
411435,0,0,0,48,452
411437,0,0,0,90,410
411437,0,0,0,48,452
411437,0,0,0,0,500
411448,0,0,0,2,498
411485,0,0,0,6,494
411534,0,0,0,12,488
411574,0,0,0,37,463
411574,0,0,0,20,480
411632,0,0,0,70,430
411632,0,0,0,20,480
411677,0,0,0,299,201
411677,0,0,0,247,253
411677,0,0,0,187,313
411677,0,0,0,153,347
411746,0,0,0,170,330
411818,0,0,0,140,360
411818,0,0,0,135,365
411872,0,0,0,140,360
411883,0,0,0,174,326
411973,0,0,0,218,282
411973,0,0,0,173,327
412060,0,0,0,167,333
412142,0,0,0,209,291
412143,0,0,0,215,285
412150,0,0,0,203,297
412150,0,0,0,166,334
412183,0,0,0,119,381
412183,0,0,0,111,389
412185,0,0,0,141,359
412206,0,0,0,191,309
412208,0,0,0,239,261
412257,0,0,0,247,253
412261,0,0,0,212,288
412281,0,0,0,264,236
412304,0,0,0,216,284
412379,0,0,0,261,239
412381,0,0,0,273,227
412560,0,0,0,255,245
412648,0,0,0,315,185
412653,0,0,0,298,202
412653,0,0,0,290,210
412653,0,0,0,282,218
412669,0,0,0,319,181
412686,0,0,0,337,163
412691,0,0,0,385,115
412724,0,0,0,393,107
412740,0,0,0,410,90
412812,0,0,0,445,55
412812,0,0,0,453,47
412913,0,0,0,500,0
412913,0,0,0,15,485
413006,0,0,0,0,500
413201,0,0,0,15,485
413201,0,0,0,0,500
413328,0,0,0,15,485
413352,0,0,0,11,489
413382,0,0,0,15,485
413625,0,0,0,11,489
413625,0,0,0,0,500
413669,0,0,0,4,496
413761,0,0,0,15,485
413796,0,0,0,3,497
413890,0,0,0,15,485
413890,0,0,0,9,491
413922,0,0,0,15,485
414575,0,0,0,5,495
414649,0,0,0,2,498
414682,0,0,0,5,495
414711,0,0,0,15,485
414752,0,0,0,13,487
414772,0,0,0,15,485
414833,0,0,0,3,497
414999,0,0,0,15,485
414999,0,0,0,8,492
415078,0,0,0,15,485
415110,0,0,0,12,488
415110,0,0,0,8,492
415151,0,0,0,11,489
415172,0,0,0,15,485
415172,0,0,0,5,495
415363,0,0,0,15,485
415363,0,0,0,1,499
415456,0,0,0,486,14
415456,0,0,0,85,415
415456,0,0,0,28,472
415456,0,0,0,12,488
415589,0,0,0,26,474
415589,0,0,0,8,492
415672,0,0,0,7,493
415687,0,0,0,8,492
415721,0,0,0,26,474
415721,0,0,0,7,493
415737,0,0,0,23,477
415737,0,0,0,5,495
415822,0,0,0,24,476
415822,0,0,0,6,494
415919,0,0,0,63,437
415919,0,0,0,25,475
415919,0,0,0,8,492
416001,0,0,0,26,474
416001,0,0,0,4,496
416105,0,0,0,21,479
416105,0,0,0,7,493
416118,0,0,0,25,475
416118,0,0,0,5,495
416346,0,0,0,25,475
416346,0,0,0,9,491
416380,0,0,0,23,477
416380,0,0,0,15,485
416401,0,0,0,37,463
416401,0,0,0,4,496
416490,0,0,0,12,488
416546,0,0,0,28,472
416546,0,0,0,8,492
416549,0,0,0,46,454
416549,0,0,0,7,493
416601,0,0,0,40,460
416601,0,0,0,5,495
416704,0,0,0,25,475
416704,0,0,0,8,492
416735,0,0,0,6,494
416760,0,0,0,8,492
417020,0,0,0,25,475
417020,0,0,0,8,492
417159,0,0,0,43,457
417159,0,0,0,17,483
417159,0,0,0,5,495
417232,0,0,0,44,456
417232,0,0,0,12,488
417232,0,0,0,5,495
417280,0,0,0,22,478
417280,0,0,0,5,495
417292,0,0,0,17,483
417292,0,0,0,9,491
417341,0,0,0,16,484
417376,0,0,0,13,487
417376,0,0,0,7,493
417381,0,0,0,15,485
417414,0,0,0,21,479
417414,0,0,0,6,494
417434,0,0,0,9,491
417507,0,0,0,26,474
417507,0,0,0,6,494
417545,0,0,0,21,479
417545,0,0,0,10,490
417609,0,0,0,36,464
417609,0,0,0,4,496
417610,0,0,0,36,464
417610,0,0,0,21,479
417661,0,0,0,9,491
417685,0,0,0,20,480
417685,0,0,0,1,499
417705,0,0,0,21,479
417707,0,0,0,36,464
417744,0,0,0,34,466
417769,0,0,0,36,464
417826,0,0,0,48,452
417840,0,0,0,80,420
417840,0,0,0,32,468
418045,0,0,0,51,449
418045,0,0,0,7,493
418215,0,0,0,408,92
418215,0,0,0,178,322
418215,0,0,0,129,371
418215,0,0,0,75,425
418215,0,0,0,39,461
418215,0,0,0,32,468
418215,0,0,0,16,484
418347,0,0,0,23,477
418379,0,0,0,39,461
418379,0,0,0,22,478
418379,0,0,0,9,491
418440,0,0,0,57,443
418440,0,0,0,18,482
418538,0,0,0,13,487
418565,0,0,0,26,474
418565,0,0,0,15,485
418578,0,0,0,32,468
418578,0,0,0,21,479
418621,0,0,0,26,474
418641,0,0,0,37,463
418660,0,0,0,73,427
418660,0,0,0,43,457
418791,0,0,0,54,446
418821,0,0,0,84,416
418835,0,0,0,133,367
418902,0,0,0,177,323
418902,0,0,0,95,405
418925,0,0,0,87,413
418963,0,0,0,141,359
418975,0,0,0,180,320
419002,0,0,0,179,321
419012,0,0,0,180,320
419075,0,0,0,188,312
419075,0,0,0,60,440
419162,0,0,0,10,490
419162,0,0,0,7,493
419216,0,0,0,10,490
419548,0,0,0,7,493
419589,0,0,0,10,490
419658,0,0,0,4,496
419686,0,0,0,234,266
419686,0,0,0,210,290
419731,0,0,0,216,284
419814,0,0,0,64,436
420007,0,0,0,88,412
420060,0,0,0,138,362
420076,0,0,0,220,280
420111,0,0,0,348,152
420186,0,0,0,346,154
420216,0,0,0,348,152
420403,0,0,0,310,190
420403,0,0,0,275,225
420510,0,0,0,262,238
420641,0,0,0,297,203
420643,0,0,0,277,223
420746,0,0,0,290,210
420783,0,0,0,310,190
420855,0,0,0,303,197
420855,0,0,0,290,210
420855,0,0,0,262,238
420921,0,0,0,269,231
420961,0,0,0,307,193
421074,0,0,0,306,194
421074,0,0,0,286,214
421075,0,0,0,299,201
421088,0,0,0,300,200
421169,0,0,0,283,217
421169,0,0,0,259,241
421214,0,0,0,279,221
421273,0,0,0,296,204
421282,0,0,0,324,176
421357,0,0,0,311,189
421489,0,0,0,324,176
421503,0,0,0,348,152
421509,0,0,0,331,169
421645,0,0,0,348,152
422099,0,0,0,338,162
422099,0,0,0,332,168
422099,0,0,0,329,171
422131,0,0,0,332,168
422201,0,0,0,338,162
422289,0,0,0,348,152
422384,0,0,0,304,196
422384,0,0,0,284,216
422384,0,0,0,227,273
422539,0,0,0,224,276
422539,0,0,0,181,319
422539,0,0,0,144,356
422582,0,0,0,147,353
422584,0,0,0,167,333
422711,0,0,0,150,350
422772,0,0,0,302,198
422829,0,0,0,248,252
422829,0,0,0,236,264
422867,0,0,0,273,227
422904,0,0,0,290,210
422984,0,0,0,302,198
423054,0,0,0,345,155
423124,0,0,0,313,187
423124,0,0,0,284,216
423124,0,0,0,274,226
423170,0,0,0,318,182
423233,0,0,0,328,172
423498,0,0,0,385,115
423576,0,0,0,414,86
423753,0,0,0,446,54
423843,0,0,0,500,0
423843,0,0,0,38,462
424390,0,0,0,26,474
424539,0,0,0,38,462
424885,0,0,0,30,470
424970,0,0,0,38,462
425299,0,0,0,32,468
425349,0,0,0,38,462
427063,0,0,0,33,467
427130,0,0,0,38,462
427564,0,0,0,22,478
427659,0,0,0,38,462
429322,0,0,0,37,463
429322,0,0,0,30,470
429333,0,0,0,31,469
429382,0,0,0,38,462
430118,0,0,0,33,467
430118,0,0,0,16,484
430118,0,0,0,9,491
430213,0,0,0,14,486
430247,0,0,0,21,479
430306,0,0,0,38,462
431266,0,0,0,32,468
431266,0,0,0,17,483
431266,0,0,0,0,500
431344,0,0,0,6,494
431368,0,0,0,21,479
431512,0,0,0,38,462
431718,0,0,0,18,482
431882,0,0,0,38,462
432618,0,0,0,500,0
432618,0,0,0,98,402
432618,0,0,0,57,443
432618,0,0,0,9,491
432885,0,0,0,57,443
432885,0,0,0,12,488
432910,0,0,0,53,447
433617,0,0,0,33,467
433733,0,0,0,78,422
433733,0,0,0,27,473
433880,0,0,0,47,453
434022,0,0,0,98,402
434022,0,0,0,50,450
434022,0,0,0,8,492
434145,0,0,0,5,495
434162,0,0,0,8,492
434268,0,0,0,56,444
434268,0,0,0,14,486
434412,0,0,0,56,444
434412,0,0,0,39,461
434530,0,0,0,56,444
434786,0,0,0,98,402
440020,0,0,0,500,0
440020,0,0,0,106,394
440968,0,0,0,54,446
440968,0,0,0,35,465
441256,0,0,0,54,446
441590,0,0,0,106,394
441590,0,0,0,49,451
442043,0,0,0,25,475
442043,0,0,0,7,493
442110,0,0,0,64,436
442332,0,0,0,82,418
442421,0,0,0,106,394
443644,0,0,0,80,420
443788,0,0,0,106,394
445875,0,0,0,500,0
445875,0,0,0,4,496
448028,0,0,0,1,499
448068,0,0,0,4,496
450603,0,0,0,500,0
450603,0,0,0,495,5
450603,0,0,0,480,20
450637,0,0,0,485,15
450753,0,0,0,500,0
451660,0,0,0,442,58
451660,0,0,0,441,59
451670,0,0,0,442,58
452688,0,0,0,500,0
453365,0,0,0,492,8
453365,0,0,0,167,333
453518,0,0,0,175,325
457135,0,0,0,139,361
457135,0,0,0,96,404
457522,0,0,0,132,368
457858,0,0,0,175,325
457965,0,0,0,157,343
458186,0,0,0,175,325
458821,0,0,0,500,0
459189,0,0,0,452,48
459189,0,0,0,431,69
459189,0,0,0,414,86
459436,0,0,0,431,69
459493,0,0,0,479,21
459543,0,0,0,500,0
460570,0,0,0,497,3
460623,0,0,0,500,0
460901,0,0,0,458,42
460901,0,0,0,409,91
461137,0,0,0,389,111
461312,0,0,0,431,69
461478,0,0,0,451,49
461549,0,0,0,449,51
461559,0,0,0,451,49
461828,0,0,0,500,0
462066,0,0,0,493,7
462129,0,0,0,500,0
464844,0,0,0,462,38
464844,0,0,0,444,56
464844,0,0,0,431,69
465041,0,0,0,444,56
465151,0,0,0,384,116
465181,0,0,0,402,98
465306,0,0,0,397,103
465365,0,0,0,402,98
465414,0,0,0,440,60
465689,0,0,0,421,79
465793,0,0,0,414,86
465882,0,0,0,421,79
465923,0,0,0,440,60
465928,0,0,0,429,71
465991,0,0,0,440,60
465999,0,0,0,500,0
466025,0,0,0,481,19
466025,0,0,0,468,32
466025,0,0,0,448,52
466079,0,0,0,438,62
466119,0,0,0,385,115
466161,0,0,0,398,102
466180,0,0,0,408,92
466210,0,0,0,427,73
466276,0,0,0,387,113
466364,0,0,0,407,93
466377,0,0,0,395,105
466489,0,0,0,435,65
466501,0,0,0,424,76
466501,0,0,0,392,108
466543,0,0,0,404,96
466590,0,0,0,389,111
466662,0,0,0,400,100
466692,0,0,0,432,68
466788,0,0,0,430,70
466790,0,0,0,445,55
466808,0,0,0,498,2
466828,0,0,0,500,0
466852,0,0,0,490,10
466852,0,0,0,477,23
466893,0,0,0,448,52
466942,0,0,0,461,39
466972,0,0,0,471,29
467058,0,0,0,455,45
467058,0,0,0,435,65
467058,0,0,0,397,103
467128,0,0,0,382,118
467217,0,0,0,366,134
467220,0,0,0,382,118
467241,0,0,0,411,89
467298,0,0,0,395,105
467315,0,0,0,410,90
467358,0,0,0,448,52
467367,0,0,0,468,32
467390,0,0,0,450,50
467465,0,0,0,466,34
467534,0,0,0,484,16
467571,0,0,0,443,57
467571,0,0,0,434,66
467571,0,0,0,418,82
467571,0,0,0,434,66
467682,0,0,0,443,57
467836,0,0,0,459,41
467872,0,0,0,500,0
467975,0,0,0,498,2
468003,0,0,0,500,0
468010,0,0,0,498,2
468010,0,0,0,491,9
468010,0,0,0,453,47
468010,0,0,0,444,56
468037,0,0,0,446,54
468057,0,0,0,453,47
468064,0,0,0,462,38
468442,0,0,0,444,56
468442,0,0,0,426,74
468565,0,0,0,415,85
468574,0,0,0,433,67
468609,0,0,0,451,49
468743,0,0,0,489,11
468745,0,0,0,500,0
469078,0,0,0,466,34
469254,0,0,0,448,52
469254,0,0,0,435,65
469254,0,0,0,402,98
469370,0,0,0,436,64
469432,0,0,0,449,51
469452,0,0,0,467,33
469568,0,0,0,456,44
469568,0,0,0,415,85
469614,0,0,0,362,138
469614,0,0,0,354,146
469614,0,0,0,336,164
469711,0,0,0,347,153
469711,0,0,0,380,120
469769,0,0,0,388,112
469794,0,0,0,373,127
469794,0,0,0,365,135
469875,0,0,0,373,127
469905,0,0,0,391,109
469968,0,0,0,406,94
470007,0,0,0,447,53
470430,0,0,0,500,0
470672,0,0,0,494,6
470672,0,0,0,490,10
470703,0,0,0,494,6
470731,0,0,0,500,0
470759,0,0,0,481,19
470759,0,0,0,479,21
470777,0,0,0,481,19
470867,0,0,0,500,0
470995,0,0,0,492,8
471072,0,0,0,500,0
471145,0,0,0,498,2
471159,0,0,0,500,0
471388,0,0,0,497,3
471388,0,0,0,485,15
471419,0,0,0,488,12
471473,0,0,0,447,53
471524,0,0,0,459,41
471635,0,0,0,450,50
471685,0,0,0,398,102
471685,0,0,0,252,248
471799,0,0,0,261,239
472014,0,0,0,203,297
472014,0,0,0,200,300
472014,0,0,0,182,318
472034,0,0,0,185,315
472131,0,0,0,134,366
472136,0,0,0,175,325
472296,0,0,0,193,307
472373,0,0,0,157,343
472423,0,0,0,148,352
472489,0,0,0,157,343
472555,0,0,0,209,291
472621,0,0,0,245,255
472648,0,0,0,296,204
472716,0,0,0,282,218
472981,0,0,0,296,204
473109,0,0,0,279,221
473124,0,0,0,337,163
473394,0,0,0,320,180
473394,0,0,0,311,189
473423,0,0,0,328,172
473451,0,0,0,274,226
473520,0,0,0,283,217
473622,0,0,0,270,230
473622,0,0,0,260,240
473622,0,0,0,208,292
473631,0,0,0,354,146
473650,0,0,0,371,129
473752,0,0,0,324,176
473815,0,0,0,334,166
473840,0,0,0,347,153
474129,0,0,0,394,106
474151,0,0,0,446,54
474297,0,0,0,433,67
474297,0,0,0,421,79
474338,0,0,0,475,25
474373,0,0,0,464,36
474373,0,0,0,456,44
474436,0,0,0,469,31
474454,0,0,0,477,23
474529,0,0,0,489,11
474540,0,0,0,483,17
474540,0,0,0,476,24
474555,0,0,0,487,13
474640,0,0,0,493,7
474680,0,0,0,500,0
474772,0,0,0,490,10
474772,0,0,0,486,14
474810,0,0,0,490,10
474846,0,0,0,500,0
474995,0,0,0,498,2
475015,0,0,0,500,0
475101,0,0,0,489,11
475101,0,0,0,474,26
475101,0,0,0,467,33
475174,0,0,0,474,26
475272,0,0,0,462,38
475279,0,0,0,473,27
475369,0,0,0,485,15
475378,0,0,0,500,0
475473,0,0,0,490,10
475568,0,0,0,475,25
475628,0,0,0,485,15
475703,0,0,0,445,55
475742,0,0,0,460,40
475770,0,0,0,457,43
475823,0,0,0,460,40
475940,0,0,0,458,42
475980,0,0,0,460,40
476192,0,0,0,449,51
476192,0,0,0,445,55
476251,0,0,0,485,15
476256,0,0,0,496,4
476263,0,0,0,500,0
476331,0,0,0,481,19
476456,0,0,0,476,24
476488,0,0,0,495,5
476546,0,0,0,500,0
476557,0,0,0,483,17
476557,0,0,0,479,21
476617,0,0,0,483,17
476852,0,0,0,500,0
476886,0,0,0,470,30
476886,0,0,0,437,63
477150,0,0,0,467,33
477256,0,0,0,457,43
477306,0,0,0,467,33
477351,0,0,0,500,0
477518,0,0,0,490,10
477641,0,0,0,500,0
478073,0,0,0,481,19
478073,0,0,0,444,56
478312,0,0,0,481,19
478404,0,0,0,451,49
478426,0,0,0,470,30
478580,0,0,0,465,35
478580,0,0,0,446,54
478659,0,0,0,451,49
478749,0,0,0,413,87
478749,0,0,0,407,93
478827,0,0,0,413,87
478831,0,0,0,432,68
478912,0,0,0,397,103
478912,0,0,0,386,114
478986,0,0,0,397,103
478993,0,0,0,435,65
478998,0,0,0,465,35
479212,0,0,0,447,53
479212,0,0,0,435,65
479212,0,0,0,429,71
479212,0,0,0,370,130
479253,0,0,0,376,124
479384,0,0,0,388,112
479391,0,0,0,423,77
479505,0,0,0,441,59
479512,0,0,0,417,83
479512,0,0,0,371,129
479512,0,0,0,343,157
479634,0,0,0,402,98
479651,0,0,0,387,113
479651,0,0,0,384,116
479708,0,0,0,387,113
479805,0,0,0,415,85
479843,0,0,0,430,70
479923,0,0,0,454,46
479951,0,0,0,401,99
479951,0,0,0,382,118
479951,0,0,0,364,136
480074,0,0,0,355,145
480074,0,0,0,275,225
480125,0,0,0,294,206
480200,0,0,0,274,226
480250,0,0,0,283,217
480261,0,0,0,301,199
480278,0,0,0,347,153
480293,0,0,0,345,155
480293,0,0,0,332,168
480309,0,0,0,334,166
480375,0,0,0,347,153
480503,0,0,0,367,133
480731,0,0,0,357,143
