time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
1.43788e+06,0,0,0,25,475
1.43789e+06,0,0,0,49,451
1.43792e+06,0,0,0,35,465
1.43794e+06,0,0,0,53,447
1.43795e+06,0,0,0,59,441
1.43819e+06,0,0,0,73,427
1.43822e+06,0,0,0,51,449
1.43822e+06,0,0,0,36,464
1.43822e+06,0,0,0,19,481
1.43844e+06,0,0,0,14,486
1.43844e+06,0,0,0,62,438
1.43844e+06,0,0,0,19,481
1.43849e+06,0,0,0,36,464
1.43849e+06,0,0,0,19,481
1.43849e+06,0,0,0,398,102
1.43849e+06,0,0,0,39,461
1.4385e+06,0,0,0,54,446
1.43853e+06,0,0,0,59,441
1.43857e+06,0,0,0,81,419
1.43857e+06,0,0,0,30,470
1.43862e+06,0,0,0,12,488
1.43865e+06,0,0,0,29,471
1.43866e+06,0,0,0,72,428
1.43866e+06,0,0,0,27,473
1.43867e+06,0,0,0,7,493
1.43888e+06,0,0,0,4,496
1.43892e+06,0,0,0,7,493
1.43893e+06,0,0,0,25,475
1.43893e+06,0,0,0,15,485
1.43893e+06,0,0,0,9,491
1.43901e+06,0,0,0,15,485
1.43902e+06,0,0,0,35,465
1.43902e+06,0,0,0,21,479
1.43902e+06,0,0,0,11,489
1.43906e+06,0,0,0,21,479
1.43906e+06,0,0,0,12,488
1.43913e+06,0,0,0,21,479
1.43915e+06,0,0,0,31,469
1.43917e+06,0,0,0,45,455
1.43917e+06,0,0,0,25,475
1.43917e+06,0,0,0,8,492
1.43932e+06,0,0,0,25,475
1.43932e+06,0,0,0,7,493
1.43933e+06,0,0,0,27,473
1.43939e+06,0,0,0,78,422
1.43939e+06,0,0,0,43,457
1.43941e+06,0,0,0,32,468
1.43948e+06,0,0,0,18,482
1.43954e+06,0,0,0,15,485
1.43954e+06,0,0,0,8,492
1.43955e+06,0,0,0,19,481
1.43955e+06,0,0,0,64,436
1.43955e+06,0,0,0,44,456
1.43957e+06,0,0,0,47,453
1.43957e+06,0,0,0,82,418
1.4396e+06,0,0,0,96,404
1.4396e+06,0,0,0,103,397
1.43966e+06,0,0,0,121,379
1.43966e+06,0,0,0,61,439
1.43968e+06,0,0,0,41,459
1.43968e+06,0,0,0,39,461
1.43971e+06,0,0,0,41,459
1.43979e+06,0,0,0,61,439
1.43988e+06,0,0,0,81,419
1.43988e+06,0,0,0,24,476
1.4399e+06,0,0,0,10,490
1.43998e+06,0,0,0,24,476
1.44006e+06,0,0,0,20,480
1.44008e+06,0,0,0,24,476
1.44024e+06,0,0,0,84,416
1.44024e+06,0,0,0,30,470
1.44031e+06,0,0,0,87,413
1.44031e+06,0,0,0,47,453
1.44053e+06,0,0,0,30,470
1.44065e+06,0,0,0,19,481
1.44066e+06,0,0,0,59,441
1.44072e+06,0,0,0,48,452
1.44073e+06,0,0,0,102,398
1.44076e+06,0,0,0,119,381
1.44083e+06,0,0,0,130,370
1.44083e+06,0,0,0,141,359
1.44086e+06,0,0,0,131,369
1.44086e+06,0,0,0,118,382
1.44086e+06,0,0,0,106,394
1.44086e+06,0,0,0,102,398
1.44092e+06,0,0,0,115,385
1.44092e+06,0,0,0,119,381
1.44094e+06,0,0,0,116,384
1.44094e+06,0,0,0,115,385
1.44094e+06,0,0,0,102,398
1.44095e+06,0,0,0,103,397
1.44098e+06,0,0,0,113,387
1.441e+06,0,0,0,116,384
1.44108e+06,0,0,0,128,372
1.44116e+06,0,0,0,141,359
1.44123e+06,0,0,0,125,375
1.44123e+06,0,0,0,124,376
1.44124e+06,0,0,0,125,375
1.44132e+06,0,0,0,92,408
1.44132e+06,0,0,0,76,424
1.44132e+06,0,0,0,68,432
1.44141e+06,0,0,0,56,444
1.44143e+06,0,0,0,64,436
1.44148e+06,0,0,0,49,451
1.44148e+06,0,0,0,39,461
1.44149e+06,0,0,0,55,445
1.4415e+06,0,0,0,67,433
1.4415e+06,0,0,0,83,417
1.44163e+06,0,0,0,116,384
1.44164e+06,0,0,0,114,386
1.44166e+06,0,0,0,116,384
1.44167e+06,0,0,0,126,374
1.44176e+06,0,0,0,141,359
1.44177e+06,0,0,0,130,370
1.44177e+06,0,0,0,129,371
1.44179e+06,0,0,0,130,370
1.44184e+06,0,0,0,129,371
1.44185e+06,0,0,0,130,370
1.44195e+06,0,0,0,141,359
1.44199e+06,0,0,0,128,372
1.44215e+06,0,0,0,124,376
1.44222e+06,0,0,0,137,363
1.44222e+06,0,0,0,126,374
1.44222e+06,0,0,0,130,370
1.44232e+06,0,0,0,114,386
1.44238e+06,0,0,0,125,375
1.44243e+06,0,0,0,116,384
1.44243e+06,0,0,0,56,444
1.44252e+06,0,0,0,65,435
1.44257e+06,0,0,0,81,419
1.44269e+06,0,0,0,73,427
1.44278e+06,0,0,0,81,419
1.44284e+06,0,0,0,55,445
1.44284e+06,0,0,0,48,452
1.44295e+06,0,0,0,55,445
1.44307e+06,0,0,0,81,419
1.44311e+06,0,0,0,141,359
1.44311e+06,0,0,0,84,416
1.44313e+06,0,0,0,40,460
1.44318e+06,0,0,0,25,475
1.44331e+06,0,0,0,40,460
1.44331e+06,0,0,0,8,492
1.44358e+06,0,0,0,5,495
1.44362e+06,0,0,0,8,492
1.44376e+06,0,0,0,7,493
1.44377e+06,0,0,0,8,492
1.44384e+06,0,0,0,40,460
1.44384e+06,0,0,0,28,472
1.44384e+06,0,0,0,19,481
1.44393e+06,0,0,0,28,472
1.44393e+06,0,0,0,12,488
1.44393e+06,0,0,0,69,431
1.44393e+06,0,0,0,27,473
1.44394e+06,0,0,0,71,429
1.44394e+06,0,0,0,55,445
1.44394e+06,0,0,0,36,464
1.44407e+06,0,0,0,395,105
1.44407e+06,0,0,0,361,139
1.44408e+06,0,0,0,354,146
1.44408e+06,0,0,0,366,134
1.44412e+06,0,0,0,373,127
1.44414e+06,0,0,0,356,144
1.44422e+06,0,0,0,372,128
1.44422e+06,0,0,0,388,112
1.44423e+06,0,0,0,407,93
1.44433e+06,0,0,0,424,76
1.44443e+06,0,0,0,466,34
1.44459e+06,0,0,0,463,37
1.44463e+06,0,0,0,466,34
1.44474e+06,0,0,0,500,0
1.44474e+06,0,0,0,11,489
1.44487e+06,0,0,0,2,498
1.44497e+06,0,0,0,11,489
1.44503e+06,0,0,0,2,498
1.44519e+06,0,0,0,11,489
1.44526e+06,0,0,0,1,499
1.44532e+06,0,0,0,11,489
1.44542e+06,0,0,0,8,492
1.44545e+06,0,0,0,11,489
1.44572e+06,0,0,0,1,499
1.4459e+06,0,0,0,11,489
1.4459e+06,0,0,0,0,500
1.44601e+06,0,0,0,11,489
1.4461e+06,0,0,0,9,491
1.44613e+06,0,0,0,11,489
1.44625e+06,0,0,0,3,497
1.44635e+06,0,0,0,11,489
1.44635e+06,0,0,0,3,497
1.44646e+06,0,0,0,11,489
1.44646e+06,0,0,0,7,493
1.44654e+06,0,0,0,11,489
1.44662e+06,0,0,0,5,495
1.44666e+06,0,0,0,11,489
1.44702e+06,0,0,0,0,500
1.44719e+06,0,0,0,11,489
1.44719e+06,0,0,0,0,500
1.44729e+06,0,0,0,11,489
1.44786e+06,0,0,0,5,495
1.44787e+06,0,0,0,494,6
1.44787e+06,0,0,0,257,243
1.44787e+06,0,0,0,207,293
1.44787e+06,0,0,0,151,349
1.44787e+06,0,0,0,129,371
1.44787e+06,0,0,0,113,387
1.44787e+06,0,0,0,94,406
1.44787e+06,0,0,0,70,430
1.44787e+06,0,0,0,10,490
1.44793e+06,0,0,0,16,484
1.44793e+06,0,0,0,3,497
1.44798e+06,0,0,0,19,481
1.44798e+06,0,0,0,4,496
1.44806e+06,0,0,0,23,477
1.44806e+06,0,0,0,8,492
1.44808e+06,0,0,0,30,470
1.44808e+06,0,0,0,15,485
1.44808e+06,0,0,0,8,492
1.44812e+06,0,0,0,21,479
1.44812e+06,0,0,0,6,494
1.44815e+06,0,0,0,13,487
1.44815e+06,0,0,0,7,493
1.44819e+06,0,0,0,67,433
1.44819e+06,0,0,0,15,485
1.44822e+06,0,0,0,65,435
1.44822e+06,0,0,0,26,474
1.44822e+06,0,0,0,16,484
1.44822e+06,0,0,0,22,478
1.44823e+06,0,0,0,78,422
1.44823e+06,0,0,0,53,447
1.44823e+06,0,0,0,27,473
1.44823e+06,0,0,0,51,449
1.44823e+06,0,0,0,34,466
1.44824e+06,0,0,0,49,451
1.44826e+06,0,0,0,64,436
1.44826e+06,0,0,0,29,471
1.44833e+06,0,0,0,44,456
1.44835e+06,0,0,0,25,475
1.44836e+06,0,0,0,35,465
1.44837e+06,0,0,0,52,448
1.44839e+06,0,0,0,67,433
1.44848e+06,0,0,0,62,438
1.44848e+06,0,0,0,54,446
1.44852e+06,0,0,0,62,438
1.44854e+06,0,0,0,88,412
1.44854e+06,0,0,0,54,446
1.44857e+06,0,0,0,59,441
1.44858e+06,0,0,0,41,459
1.44864e+06,0,0,0,37,463
1.44864e+06,0,0,0,18,482
1.44866e+06,0,0,0,53,447
1.44867e+06,0,0,0,57,443
1.44869e+06,0,0,0,82,418
1.44869e+06,0,0,0,101,399
1.44869e+06,0,0,0,60,440
1.44869e+06,0,0,0,20,480
1.44872e+06,0,0,0,38,462
1.44879e+06,0,0,0,77,423
1.44879e+06,0,0,0,38,462
1.44893e+06,0,0,0,57,443
1.44903e+06,0,0,0,91,409
1.44904e+06,0,0,0,90,410
1.44904e+06,0,0,0,72,428
1.44905e+06,0,0,0,73,427
1.44906e+06,0,0,0,125,375
1.44906e+06,0,0,0,75,425
1.44906e+06,0,0,0,48,452
1.44918e+06,0,0,0,30,470
1.44924e+06,0,0,0,71,429
1.44926e+06,0,0,0,110,390
1.44928e+06,0,0,0,150,350
1.44928e+06,0,0,0,93,407
1.44928e+06,0,0,0,111,389
1.4493e+06,0,0,0,76,424
1.4493e+06,0,0,0,72,428
1.44937e+06,0,0,0,76,424
1.44943e+06,0,0,0,56,444
1.44943e+06,0,0,0,39,461
1.44948e+06,0,0,0,66,434
1.44949e+06,0,0,0,84,416
1.44956e+06,0,0,0,101,399
1.44959e+06,0,0,0,151,349
1.44961e+06,0,0,0,141,359
1.44961e+06,0,0,0,138,362
1.44967e+06,0,0,0,141,359
1.44968e+06,0,0,0,176,324
1.4497e+06,0,0,0,186,314
1.44972e+06,0,0,0,206,294
1.44977e+06,0,0,0,190,310
1.44993e+06,0,0,0,206,294
1.44994e+06,0,0,0,191,309
1.45004e+06,0,0,0,145,355
1.45017e+06,0,0,0,160,340
1.45021e+06,0,0,0,124,376
1.45021e+06,0,0,0,105,395
1.45025e+06,0,0,0,162,338
1.45034e+06,0,0,0,149,351
1.45034e+06,0,0,0,111,389
1.45053e+06,0,0,0,124,376
1.45055e+06,0,0,0,170,330
1.45055e+06,0,0,0,206,294
1.45055e+06,0,0,0,202,298
1.45056e+06,0,0,0,221,279
1.45062e+06,0,0,0,214,286
1.45063e+06,0,0,0,252,248
1.45063e+06,0,0,0,256,244
1.45071e+06,0,0,0,263,237
1.45071e+06,0,0,0,6,494
1.45172e+06,0,0,0,5,495
1.45174e+06,0,0,0,6,494
1.4521e+06,0,0,0,0,500
1.45212e+06,0,0,0,237,263
1.45212e+06,0,0,0,223,277
1.45212e+06,0,0,0,205,295
1.45212e+06,0,0,0,197,303
1.45212e+06,0,0,0,183,317
1.45212e+06,0,0,0,169,331
1.45212e+06,0,0,0,130,370
1.45212e+06,0,0,0,115,385
1.45212e+06,0,0,0,73,427
1.45212e+06,0,0,0,60,440
1.45212e+06,0,0,0,27,473
1.45212e+06,0,0,0,15,485
1.45212e+06,0,0,0,8,492
1.45218e+06,0,0,0,15,485
1.45218e+06,0,0,0,1,499
1.45219e+06,0,0,0,7,493
1.4522e+06,0,0,0,21,479
1.4522e+06,0,0,0,36,464
1.4522e+06,0,0,0,48,452
1.45224e+06,0,0,0,56,444
1.45227e+06,0,0,0,70,430
1.45227e+06,0,0,0,84,416
1.45227e+06,0,0,0,69,431
1.45228e+06,0,0,0,83,417
1.45232e+06,0,0,0,116,384
1.45232e+06,0,0,0,71,429
1.45238e+06,0,0,0,84,416
1.45244e+06,0,0,0,102,398
1.45244e+06,0,0,0,54,446
1.45252e+06,0,0,0,69,431
1.45265e+06,0,0,0,53,447
1.45283e+06,0,0,0,42,458
1.45283e+06,0,0,0,84,416
1.45283e+06,0,0,0,26,474
1.45287e+06,0,0,0,65,435
1.45289e+06,0,0,0,76,424
1.45289e+06,0,0,0,27,473
1.45293e+06,0,0,0,43,457
1.45295e+06,0,0,0,27,473
1.45295e+06,0,0,0,26,474
1.45295e+06,0,0,0,71,429
1.45296e+06,0,0,0,119,381
1.45297e+06,0,0,0,120,380
1.45299e+06,0,0,0,87,413
1.45305e+06,0,0,0,103,397
1.45314e+06,0,0,0,84,416
1.45314e+06,0,0,0,64,436
1.45314e+06,0,0,0,41,459
1.4532e+06,0,0,0,28,472
1.45327e+06,0,0,0,51,449
1.4533e+06,0,0,0,109,391
1.45331e+06,0,0,0,122,378
1.45333e+06,0,0,0,142,358
1.45343e+06,0,0,0,161,339
1.45351e+06,0,0,0,159,341
1.45351e+06,0,0,0,152,348
1.45354e+06,0,0,0,185,315
1.45354e+06,0,0,0,187,313
1.4536e+06,0,0,0,194,306
1.45361e+06,0,0,0,243,257
1.45368e+06,0,0,0,231,269
1.45368e+06,0,0,0,74,426
1.45368e+06,0,0,0,55,445
1.45368e+06,0,0,0,43,457
1.45375e+06,0,0,0,34,466
1.45385e+06,0,0,0,53,447
1.45386e+06,0,0,0,65,435
1.45389e+06,0,0,0,77,423
1.4539e+06,0,0,0,86,414
1.4539e+06,0,0,0,45,455
1.45399e+06,0,0,0,43,457
1.45403e+06,0,0,0,45,455
1.45411e+06,0,0,0,302,198
1.45411e+06,0,0,0,267,233
1.45411e+06,0,0,0,263,237
1.45411e+06,0,0,0,254,246
1.45411e+06,0,0,0,243,257
1.45411e+06,0,0,0,206,294
1.45414e+06,0,0,0,210,290
1.45423e+06,0,0,0,219,281
1.45424e+06,0,0,0,212,288
1.45424e+06,0,0,0,210,290
1.45427e+06,0,0,0,212,288
1.45427e+06,0,0,0,219,281
1.45433e+06,0,0,0,230,270
1.45433e+06,0,0,0,271,229
1.45434e+06,0,0,0,308,192
1.45435e+06,0,0,0,292,208
1.45435e+06,0,0,0,288,212
1.45441e+06,0,0,0,292,208
1.45449e+06,0,0,0,327,173
1.45451e+06,0,0,0,293,207
1.45451e+06,0,0,0,278,222
1.45452e+06,0,0,0,294,206
1.45456e+06,0,0,0,240,260
1.45476e+06,0,0,0,255,245
1.45486e+06,0,0,0,289,211
1.45487e+06,0,0,0,236,264
1.45509e+06,0,0,0,230,270
1.45509e+06,0,0,0,206,294
1.4551e+06,0,0,0,363,137
1.45517e+06,0,0,0,369,131
1.45535e+06,0,0,0,393,107
1.45541e+06,0,0,0,389,111
1.45541e+06,0,0,0,379,121
1.45541e+06,0,0,0,366,134
1.45547e+06,0,0,0,370,130
1.45547e+06,0,0,0,368,132
1.4555e+06,0,0,0,370,130
1.45553e+06,0,0,0,380,120
1.45555e+06,0,0,0,434,66
1.45556e+06,0,0,0,447,53
1.45559e+06,0,0,0,430,70
1.45559e+06,0,0,0,412,88
1.45561e+06,0,0,0,465,35
1.45561e+06,0,0,0,33,467
1.4557e+06,0,0,0,51,449
1.45581e+06,0,0,0,38,462
1.45581e+06,0,0,0,18,482
1.45582e+06,0,0,0,35,465
1.45585e+06,0,0,0,34,466
1.45586e+06,0,0,0,35,465
1.45601e+06,0,0,0,24,476
1.45601e+06,0,0,0,12,488
1.45604e+06,0,0,0,25,475
1.45609e+06,0,0,0,16,484
1.45609e+06,0,0,0,3,497
1.4561e+06,0,0,0,23,477
1.4561e+06,0,0,0,5,495
1.4562e+06,0,0,0,14,486
1.45621e+06,0,0,0,25,475
1.45621e+06,0,0,0,13,487
1.45624e+06,0,0,0,25,475
1.45634e+06,0,0,0,38,462
1.45637e+06,0,0,0,37,463
1.45637e+06,0,0,0,20,480
1.45639e+06,0,0,0,21,479
1.4564e+06,0,0,0,39,461
1.45645e+06,0,0,0,51,449
1.45658e+06,0,0,0,28,472
1.45667e+06,0,0,0,45,455
1.45667e+06,0,0,0,11,489
1.45674e+06,0,0,0,6,494
1.45677e+06,0,0,0,11,489
1.45679e+06,0,0,0,34,466
1.45697e+06,0,0,0,31,469
1.45697e+06,0,0,0,20,480
1.45703e+06,0,0,0,23,477
1.45704e+06,0,0,0,15,485
1.45708e+06,0,0,0,26,474
1.45711e+06,0,0,0,24,476
1.45713e+06,0,0,0,26,474
1.45716e+06,0,0,0,34,466
1.45729e+06,0,0,0,68,432
1.45763e+06,0,0,0,59,441
1.45769e+06,0,0,0,68,432
1.4578e+06,0,0,0,42,458
1.458e+06,0,0,0,68,432
1.45811e+06,0,0,0,35,465
1.45838e+06,0,0,0,21,479
1.4585e+06,0,0,0,7,493
1.4586e+06,0,0,0,21,479
1.4586e+06,0,0,0,15,485
1.45866e+06,0,0,0,48,452
1.45871e+06,0,0,0,54,446
1.45875e+06,0,0,0,68,432
1.45898e+06,0,0,0,48,452
1.45908e+06,0,0,0,36,464
1.45922e+06,0,0,0,48,452
1.45926e+06,0,0,0,68,432
1.45948e+06,0,0,0,56,444
1.45948e+06,0,0,0,48,452
1.45948e+06,0,0,0,37,463
1.45954e+06,0,0,0,33,467
1.45958e+06,0,0,0,45,455
1.45958e+06,0,0,0,56,444
1.4596e+06,0,0,0,60,440
1.45963e+06,0,0,0,68,432
1.46088e+06,0,0,0,60,440
1.46088e+06,0,0,0,48,452
1.46093e+06,0,0,0,56,444
1.46094e+06,0,0,0,42,458
1.46107e+06,0,0,0,54,446
1.46118e+06,0,0,0,68,432
1.46166e+06,0,0,0,48,452
1.46195e+06,0,0,0,68,432
1.46208e+06,0,0,0,500,0
1.46208e+06,0,0,0,80,420
1.46208e+06,0,0,0,22,478
1.46297e+06,0,0,0,17,483
1.46297e+06,0,0,0,75,425
1.46297e+06,0,0,0,31,469
1.46305e+06,0,0,0,36,464
1.4635e+06,0,0,0,35,465
1.4635e+06,0,0,0,29,471
1.46351e+06,0,0,0,30,470
1.46357e+06,0,0,0,36,464
1.46358e+06,0,0,0,80,420
1.46358e+06,0,0,0,37,463
1.46396e+06,0,0,0,80,420
1.46396e+06,0,0,0,20,480
1.46468e+06,0,0,0,80,420
1.46468e+06,0,0,0,25,475
1.46502e+06,0,0,0,80,420
1.46502e+06,0,0,0,27,473
1.46581e+06,0,0,0,22,478
1.46585e+06,0,0,0,27,473
1.46606e+06,0,0,0,80,420
1.46606e+06,0,0,0,25,475
1.46616e+06,0,0,0,19,481
1.4662e+06,0,0,0,25,475
1.46676e+06,0,0,0,10,490
1.4669e+06,0,0,0,25,475
1.46696e+06,0,0,0,80,420
1.46696e+06,0,0,0,40,460
1.46696e+06,0,0,0,4,496
1.46715e+06,0,0,0,40,460
1.46725e+06,0,0,0,15,485
1.46756e+06,0,0,0,55,445
1.46761e+06,0,0,0,80,420
1.46761e+06,0,0,0,29,471
1.46797e+06,0,0,0,80,420
1.46797e+06,0,0,0,45,455
1.46797e+06,0,0,0,7,493
1.4683e+06,0,0,0,42,458
1.46846e+06,0,0,0,80,420
1.4688e+06,0,0,0,56,444
1.4688e+06,0,0,0,48,452
1.4688e+06,0,0,0,42,458
1.46887e+06,0,0,0,48,452
1.46891e+06,0,0,0,56,444
1.46918e+06,0,0,0,80,420
1.46937e+06,0,0,0,500,0
1.46937e+06,0,0,0,145,355
1.46954e+06,0,0,0,99,401
1.47007e+06,0,0,0,145,355
1.47055e+06,0,0,0,103,397
1.47101e+06,0,0,0,91,409
1.47102e+06,0,0,0,133,367
1.47123e+06,0,0,0,145,355
1.47173e+06,0,0,0,500,0
1.47173e+06,0,0,0,209,291
1.47302e+06,0,0,0,203,297
1.47302e+06,0,0,0,146,354
1.47306e+06,0,0,0,152,348
1.47328e+06,0,0,0,149,351
1.47328e+06,0,0,0,129,371
1.4733e+06,0,0,0,132,368
1.47354e+06,0,0,0,189,311
1.47359e+06,0,0,0,209,291
1.47419e+06,0,0,0,500,0
1.47419e+06,0,0,0,146,354
1.47677e+06,0,0,0,93,407
1.47677e+06,0,0,0,80,420
1.4769e+06,0,0,0,93,407
1.47703e+06,0,0,0,82,418
1.47703e+06,0,0,0,62,438
1.47723e+06,0,0,0,73,427
1.47728e+06,0,0,0,93,407
1.47734e+06,0,0,0,75,425
1.47734e+06,0,0,0,55,445
1.4776e+06,0,0,0,73,427
1.47763e+06,0,0,0,93,407
1.47771e+06,0,0,0,146,354
1.47816e+06,0,0,0,500,0
1.47816e+06,0,0,0,219,281
1.47816e+06,0,0,0,30,470
1.48007e+06,0,0,0,29,471
1.48007e+06,0,0,0,0,500
1.48008e+06,0,0,0,1,499
1.48044e+06,0,0,0,30,470
1.48068e+06,0,0,0,219,281
1.48132e+06,0,0,0,164,336
1.48163e+06,0,0,0,219,281
1.48214e+06,0,0,0,209,291
1.48231e+06,0,0,0,219,281
1.48275e+06,0,0,0,500,0
1.48275e+06,0,0,0,96,404
1.48321e+06,0,0,0,49,451
1.48345e+06,0,0,0,96,404
1.48482e+06,0,0,0,83,417
1.48482e+06,0,0,0,38,462
1.4849e+06,0,0,0,51,449
1.48533e+06,0,0,0,96,404
1.4854e+06,0,0,0,500,0
1.4854e+06,0,0,0,213,287
1.48576e+06,0,0,0,207,293
1.48576e+06,0,0,0,182,318
1.48585e+06,0,0,0,188,312
1.48614e+06,0,0,0,213,287
1.48621e+06,0,0,0,195,305
1.48621e+06,0,0,0,191,309
1.48621e+06,0,0,0,171,329
1.48621e+06,0,0,0,163,337
1.48623e+06,0,0,0,167,333
1.4863e+06,0,0,0,175,325
1.4864e+06,0,0,0,193,307
1.48643e+06,0,0,0,213,287
1.48739e+06,0,0,0,198,302
1.48756e+06,0,0,0,213,287
1.48835e+06,0,0,0,204,296
1.4885e+06,0,0,0,213,287
1.48939e+06,0,0,0,500,0
1.48939e+06,0,0,0,157,343
1.49004e+06,0,0,0,113,387
1.49004e+06,0,0,0,99,401
1.49016e+06,0,0,0,113,387
1.49084e+06,0,0,0,157,343
1.49143e+06,0,0,0,156,344
1.49143e+06,0,0,0,157,343
1.49165e+06,0,0,0,104,396
1.49165e+06,0,0,0,98,402
1.49169e+06,0,0,0,104,396
1.4921e+06,0,0,0,94,406
1.49215e+06,0,0,0,147,353
1.49218e+06,0,0,0,157,343
1.49265e+06,0,0,0,153,347
1.49271e+06,0,0,0,157,343
1.49291e+06,0,0,0,140,360
1.49313e+06,0,0,0,157,343
1.49343e+06,0,0,0,138,362
1.49351e+06,0,0,0,481,19
1.49374e+06,0,0,0,500,0
1.49374e+06,0,0,0,69,431
1.4939e+06,0,0,0,47,453
1.49409e+06,0,0,0,69,431
1.4943e+06,0,0,0,65,435
1.49437e+06,0,0,0,69,431
1.49445e+06,0,0,0,29,471
1.49445e+06,0,0,0,17,483
1.49461e+06,0,0,0,29,471
1.49461e+06,0,0,0,11,489
1.49473e+06,0,0,0,4,496
1.49481e+06,0,0,0,0,500
1.49483e+06,0,0,0,7,493
1.49484e+06,0,0,0,11,489
1.49492e+06,0,0,0,29,471
1.49492e+06,0,0,0,11,489
1.49495e+06,0,0,0,51,449
1.49495e+06,0,0,0,31,469
1.49499e+06,0,0,0,25,475
1.4951e+06,0,0,0,31,469
1.49515e+06,0,0,0,29,471
1.49516e+06,0,0,0,49,451
1.49517e+06,0,0,0,51,449
1.49517e+06,0,0,0,19,481
1.49528e+06,0,0,0,37,463
1.49533e+06,0,0,0,3,497
1.49536e+06,0,0,0,35,465
1.49545e+06,0,0,0,5,495
1.4958e+06,0,0,0,2,498
1.49582e+06,0,0,0,5,495
1.49586e+06,0,0,0,39,461
1.49586e+06,0,0,0,34,466
1.49589e+06,0,0,0,64,436
1.49594e+06,0,0,0,69,431
1.49594e+06,0,0,0,20,480
1.49601e+06,0,0,0,4,496
1.49623e+06,0,0,0,20,480
1.49628e+06,0,0,0,6,494
1.4963e+06,0,0,0,55,445
1.4963e+06,0,0,0,12,488
1.49641e+06,0,0,0,8,492
1.49647e+06,0,0,0,12,488
1.49647e+06,0,0,0,26,474
1.49647e+06,0,0,0,8,492
1.49653e+06,0,0,0,51,449
1.49653e+06,0,0,0,18,482
1.49671e+06,0,0,0,36,464
1.49671e+06,0,0,0,25,475
1.49674e+06,0,0,0,5,495
1.49683e+06,0,0,0,38,462
1.49683e+06,0,0,0,24,476
1.49683e+06,0,0,0,12,488
1.49687e+06,0,0,0,23,477
1.49694e+06,0,0,0,35,465
1.49695e+06,0,0,0,49,451
1.49695e+06,0,0,0,5,495
1.49707e+06,0,0,0,25,475
1.49707e+06,0,0,0,18,482
1.49711e+06,0,0,0,25,475
1.49719e+06,0,0,0,69,431
1.49719e+06,0,0,0,23,477
1.4972e+06,0,0,0,21,479
1.4972e+06,0,0,0,7,493
1.49722e+06,0,0,0,9,491
1.49724e+06,0,0,0,5,495
1.49728e+06,0,0,0,9,491
1.49731e+06,0,0,0,23,477
1.49732e+06,0,0,0,8,492
1.49732e+06,0,0,0,1,499
1.49743e+06,0,0,0,8,492
1.49759e+06,0,0,0,23,477
1.49759e+06,0,0,0,10,490
1.49761e+06,0,0,0,4,496
1.49768e+06,0,0,0,10,490
1.49776e+06,0,0,0,23,477
1.49785e+06,0,0,0,9,491
1.49792e+06,0,0,0,55,445
1.49792e+06,0,0,0,11,489
1.49798e+06,0,0,0,4,496
1.49803e+06,0,0,0,11,489
1.4981e+06,0,0,0,25,475
1.4981e+06,0,0,0,1,499
1.49841e+06,0,0,0,25,475
1.49841e+06,0,0,0,13,487
1.49841e+06,0,0,0,2,498
1.49842e+06,0,0,0,46,454
1.49842e+06,0,0,0,18,482
1.49842e+06,0,0,0,6,494
1.49842e+06,0,0,0,5,495
1.49844e+06,0,0,0,6,494
1.49849e+06,0,0,0,17,483
1.49849e+06,0,0,0,12,488
1.49849e+06,0,0,0,6,494
1.4985e+06,0,0,0,18,482
1.4985e+06,0,0,0,4,496
1.49854e+06,0,0,0,9,491
1.49854e+06,0,0,0,4,496
1.49858e+06,0,0,0,10,490
1.49858e+06,0,0,0,4,496
1.49858e+06,0,0,0,16,484
1.49858e+06,0,0,0,7,493
1.49863e+06,0,0,0,12,488
1.49864e+06,0,0,0,18,482
1.49864e+06,0,0,0,10,490
1.49868e+06,0,0,0,24,476
1.49871e+06,0,0,0,32,468
1.49871e+06,0,0,0,3,497
1.49873e+06,0,0,0,31,469
1.49874e+06,0,0,0,27,473
1.49874e+06,0,0,0,7,493
1.49875e+06,0,0,0,16,484
1.49876e+06,0,0,0,20,480
1.49887e+06,0,0,0,49,451
1.49887e+06,0,0,0,16,484
1.49899e+06,0,0,0,36,464
1.49899e+06,0,0,0,1,499
1.49936e+06,0,0,0,34,466
1.49936e+06,0,0,0,22,478
1.49936e+06,0,0,0,11,489
1.49936e+06,0,0,0,0,500
1.49947e+06,0,0,0,11,489
1.49955e+06,0,0,0,22,478
1.49955e+06,0,0,0,6,494
1.49959e+06,0,0,0,18,482
1.49963e+06,0,0,0,34,466
1.49963e+06,0,0,0,6,494
1.49966e+06,0,0,0,41,459
1.49966e+06,0,0,0,0,500
1.4999e+06,0,0,0,28,472
1.4999e+06,0,0,0,15,485
1.4999e+06,0,0,0,0,500
1.50002e+06,0,0,0,15,485
1.50002e+06,0,0,0,13,487
1.50002e+06,0,0,0,0,500
1.50004e+06,0,0,0,2,498
1.50007e+06,0,0,0,433,67
1.50007e+06,0,0,0,213,287
1.50007e+06,0,0,0,163,337
1.50007e+06,0,0,0,123,377
1.50007e+06,0,0,0,78,422
1.50007e+06,0,0,0,22,478
1.50007e+06,0,0,0,5,495
1.50007e+06,0,0,0,2,498
1.50011e+06,0,0,0,15,485
