time,energy,event_type,wattmin,epower
330880.374248,42094974374.123294,s,125000.000000,129430.709677
331005.000000,42111124202.487652,s,125000.000000,129586.607143
331035.199202,42115038207.771501,e,125000.000000,129606.250000
331052.217310,42117243526.695312,e,125000.000000,129586.607143
331052.217310,42117243526.695326,s,125000.000000,128000.000000
331052.217310,42117243526.695341,s,125000.000000,128000.000000
331092.205436,42122426630.423763,e,125000.000000,129616.071429
331092.205436,42122426630.483352,s,125000.000000,129438.960172
331105.273294,42124122873.424031,e,125000.000000,129802.678571
331127.027308,42126944893.474143,e,125000.000000,129724.107143
331189.102275,42134990806.801105,e,125000.000000,129616.071429
331253.977958,42143388268.945919,e,125000.000000,129439.285714
331253.977958,42143388268.945934,s,125000.000000,128000.000000
331253.977958,42143388268.945949,s,125000.000000,128000.000000
331493.668863,42174463124.647168,e,125000.000000,129645.535714
331493.668863,42174463124.706399,s,125000.000000,129149.092017
331501.106200,42175426100.512045,e,125000.000000,129478.571429
331501.106200,42175426100.512060,s,125000.000000,128000.000000
331526.000000,42178647847.181819,s,125000.000000,129419.642857
331526.000000,42178647847.181834,s,125000.000000,128000.000000
331526.000000,42178647847.181849,s,125000.000000,128000.000000
331596.608497,42187807471.426333,e,125000.000000,129724.107143
331597.399117,42187910002.866580,e,125000.000000,129684.821430
331663.485306,42196474536.918428,e,125000.000000,129596.428571
331668.000000,42197058206.212400,s,125000.000000,129282.142857
331803.526466,42214601986.169947,e,125000.000000,129449.107143
331866.422160,42222732658.544088,e,125000.000000,129272.321429
331873.201905,42223607959.936772,e,125000.000000,129105.357142
331873.201905,42223607960.000737,s,125000.000000,128707.792926
331876.000000,42223969264.017652,s,125000.000000,129124.999999
331916.619188,42229216610.357879,e,125000.000000,129183.928571
331943.817841,42232728636.350262,e,125000.000000,129125.000000
331943.817841,42232728636.367435,s,125000.000000,128778.615452
331992.269781,42238991179.354331,e,125000.000000,129252.678571
332118.000000,42255203866.616169,s,125000.000000,128948.214286
332208.693780,42266925389.816565,e,125000.000000,129242.857143
332243.000000,42271345072.443105,s,125000.000000,128830.357143
332254.741345,42272858405.960291,e,125000.000000,128889.285714
332284.087922,42276627318.739462,e,125000.000000,128427.678571
332287.000000,42277000452.165728,s,125000.000000,128133.035715
332345.355306,42284487437.882562,e,125000.000000,128300.000000
332580.475651,42314639522.850479,e,125000.000000,128241.071429
332592.000000,42316081990.661882,s,125000.000000,125166.964286
332592.000000,42316081990.661897,s,125000.000000,128000.000000
332592.000000,42316081990.661912,s,125000.000000,128000.000000
332592.000000,42316081990.661927,s,125000.000000,128000.000000
332620.498266,42319668064.873211,e,125000.000000,125834.821429
332626.725550,42320450634.362992,e,125000.000000,125667.857143
332708.000000,42330661825.589487,s,125000.000000,125638.392857
332708.000000,42330661825.589502,s,125000.000000,128000.000000
332715.765755,42331638646.687977,e,125000.000000,125785.714286
332770.412434,42338511881.492498,e,125000.000000,125775.892857
332778.490225,42339526444.869769,e,125000.000000,125599.107143
332810.219018,42343507190.125837,e,125000.000000,125461.607143
332810.219018,42343507190.171796,s,125000.000000,125269.658258
332837.000000,42346966073.555098,s,125000.000000,129154.464286
332941.741056,42360507221.783432,e,125000.000000,129282.142857
