time,energy,event_type,wattmin,epower
1443177.000000,184667392066.288911,s,125000.000000,129517.857143
1443306.820363,184684225246.788133,e,125000.000000,129665.178571
1443310.000000,184684637066.610187,s,125000.000000,129517.857143
1443585.000000,184720340905.895897,s,125000.000000,129832.142857
1443620.346625,184724931075.402080,e,125000.000000,129861.607143
1443762.000000,184743322236.644660,s,125000.000000,129832.142857
1443770.904036,184744478354.153986,e,125000.000000,129841.964285
1443841.755913,184753677205.241654,e,125000.000000,129832.142857
1443841.755913,184753677205.241654,s,125000.000000,NA
1443841.755913,184753677205.241654,s,125000.000000,NA
1443925.326933,184764518381.074641,e,125000.000000,129724.107143
1443925.326933,184764518381.137837,s,125000.000000,129621.088825
1443927.046002,184764741503.972976,e,125000.000000,129792.857140
1443927.046002,184764741504.014805,s,125000.000000,129247.585612
1443943.308253,184766849832.255355,e,125000.000000,129645.535715
1443943.308253,184766849832.257608,s,125000.000000,128979.626667
1443943.308253,184766849832.257608,s,125000.000000,NA
1444070.751183,184783360974.152968,e,125000.000000,129557.142857
1444070.751183,184783360974.152968,s,125000.000000,NA
1444076.000000,184784024241.843405,s,125000.000000,126365.178570
1444080.992032,184784655404.090840,e,125000.000000,126433.928570
1444115.864328,184789060335.454769,e,125000.000000,126316.071428
1444144.000000,184792612388.719726,s,125000.000000,126247.321429
1444215.207856,184801614078.992371,e,125000.000000,126414.285714
1444220.612803,184802296492.193047,e,125000.000000,126257.142856
1444228.009838,184803229258.269127,e,125000.000000,126099.999999
1444333.613522,184816526176.409186,e,125000.000000,125913.392857
1444430.855275,184828753979.567066,e,125000.000000,125746.428571
1444592.000000,184848950881.003640,s,125000.000000,125333.928572
1444628.209066,184853490172.316951,e,125000.000000,125363.392857
1444743.989203,184868001351.824426,e,125000.000000,125333.928572
1444743.989203,184868001351.824426,s,125000.000000,NA
1444868.000000,184884098285.411515,s,125000.000000,129802.678571
1444969.444105,184897274968.951043,e,125000.000000,129891.071429
1445034.000000,184905654496.988693,s,125000.000000,129802.678571
1445189.989433,184925916131.582778,e,125000.000000,129891.071429
1445263.000000,184935393098.733228,s,125000.000000,129802.678571
1445320.924605,184942917556.616650,e,125000.000000,129900.892857
1445419.000000,184955648005.614083,s,125000.000000,129802.678572
1445449.997460,184959672472.212602,e,125000.000000,129832.142857
1445724.000000,184995238735.896366,s,125000.000000,129802.678571
1445896.956337,185017705918.503186,e,125000.000000,129900.892857
1445896.956337,185017705918.503186,s,125000.000000,NA
1446011.011403,185032522893.646887,e,125000.000000,129910.714286
1446100.000000,185044073851.842866,s,125000.000000,129802.678571
1446126.872592,185047562514.166472,e,125000.000000,129822.321428
1446252.000000,185063804386.840220,s,125000.000000,129802.678572
1446349.611212,185076482253.108837,e,125000.000000,129881.250000
1446349.611212,185076482253.108837,s,125000.000000,NA
1446462.925645,185091199673.218831,e,125000.000000,129881.250000
1446462.925645,185091199673.269840,s,125000.000000,129787.298578
1446537.123209,185100833630.778444,e,125000.000000,129841.964286
1446619.000000,185111461457.509448,s,125000.000000,129802.678571
1446658.395205,185116577382.166486,e,125000.000000,129861.607143
1447017.000000,185163125245.084055,s,125000.000000,129802.678571
1447185.243290,185184981851.066449,e,125000.000000,129910.714286
1447185.243290,185184981851.066449,s,125000.000000,NA
1447292.141934,185198869130.293318,e,125000.000000,129910.714286
1447862.000000,185272838233.632314,s,125000.000000,129802.678571
1447867.891595,185273603325.597583,e,125000.000000,129861.607142
1447867.891595,185273603325.626534,s,125000.000000,125096.949698
1447867.891595,185273603325.626534,s,125000.000000,NA
1447867.891595,185273603325.626534,s,125000.000000,NA
1447867.891595,185273603325.626534,s,125000.000000,NA
1447867.891595,185273603325.626534,s,125000.000000,NA
1447867.891595,185273603325.626534,s,125000.000000,NA
1447867.891595,185273603325.626534,s,125000.000000,NA
1447867.891595,185273603325.626534,s,125000.000000,NA
1447928.404273,185281458627.683820,e,125000.000000,129812.500000
1447928.404273,185281458627.683820,s,125000.000000,NA
1447980.428732,185288215629.445886,e,125000.000000,129881.250000
1447980.428732,185288215629.445886,s,125000.000000,NA
1448056.406741,185298083001.954483,e,125000.000000,129871.428571
1448056.406741,185298083001.973673,s,125000.000000,129589.132075
1448075.163693,185300518257.309086,e,125000.000000,129832.142857
1448075.163693,185300518257.309086,s,125000.000000,NA
1448075.163693,185300518257.309086,s,125000.000000,NA
1448120.589062,185306415930.198986,e,125000.000000,129832.142857
1448120.589062,185306415930.242606,s,125000.000000,129741.650970
1448152.171255,185310516934.385588,e,125000.000000,129851.785714
1448152.171255,185310516934.400415,s,125000.000000,129696.065173
1448190.606698,185315507467.782618,e,125000.000000,129841.964286
1448190.606698,185315507467.817579,s,125000.000000,129223.160069
1448216.275241,185318838305.103235,e,125000.000000,129763.392857
1448216.275241,185318838305.103235,s,125000.000000,NA
1448216.275241,185318838305.103235,s,125000.000000,NA
1448218.885180,185319176953.931122,e,125000.000000,129753.571425
1448233.531676,185321076526.028601,e,125000.000000,129694.642857
1448233.531676,185321076526.028601,s,125000.000000,NA
1448233.531676,185321076526.028601,s,125000.000000,NA
1448234.909253,185321255122.776488,e,125000.000000,129645.535715
1448234.909253,185321255122.776488,s,125000.000000,NA
1448239.012897,185321786859.786292,e,125000.000000,129576.785712
1448259.655713,185324458648.380915,e,125000.000000,129429.464286
1448259.655713,185324458648.380915,s,125000.000000,NA
1448332.237286,185333867099.521638,e,125000.000000,129625.892857
1448349.000000,185336037511.811915,s,125000.000000,129478.571428
1448362.100396,185337736176.986889,e,125000.000000,129665.178572
1448367.687665,185338460102.524066,e,125000.000000,129566.964283
1448385.176939,185340723214.552343,e,125000.000000,129400.000000
1448477.000000,185352591591.126129,s,125000.000000,129252.678571
1448477.000000,185352591591.126129,s,125000.000000,NA
1448522.319462,185358455039.312848,e,125000.000000,129380.357143
1448535.012750,185360096304.167035,e,125000.000000,129301.785714
1448535.012750,185360096304.167035,s,125000.000000,NA
1448567.360960,185364281527.070118,e,125000.000000,129380.357143
1448578.000000,185365657487.414905,s,125000.000000,129331.250001
1448640.000000,185373686985.629179,s,125000.000000,129508.035714
1448640.000000,185373686985.629179,s,125000.000000,NA
1448656.435359,185375819209.343351,e,125000.000000,129733.928571
1448666.962318,185377181294.449097,e,125000.000000,129390.178571
1448685.725630,185379608345.557455,e,125000.000000,129350.892857
1448690.647634,185380243802.673477,e,125000.000000,129105.357141
1448690.647634,185380243802.673477,s,125000.000000,NA
1448690.647634,185380243802.673477,s,125000.000000,NA
1448724.545204,185384640801.729623,e,125000.000000,129714.285714
1448789.684568,185393078792.135908,e,125000.000000,129537.500000
1448789.684568,185393078792.135908,s,125000.000000,NA
1448932.207022,185411540794.494936,e,125000.000000,129537.500000
1449026.221872,185423701699.239901,e,125000.000000,129350.892857
1449040.000000,185425479311.535431,s,125000.000000,129016.964286
1449040.000000,185425479311.535431,s,125000.000000,NA
1449048.162145,185426533889.768842,e,125000.000000,129203.571430
1449057.852094,185427785770.608074,e,125000.000000,129193.750000
1449057.852094,185427785770.668327,s,125000.000000,128684.236698
1449057.852094,185427785770.668327,s,125000.000000,NA
1449176.000000,185443078751.229615,s,125000.000000,129439.285714
1449235.229953,185450755904.989573,e,125000.000000,129616.071429
1449262.597481,185454292156.133434,e,125000.000000,129213.392857
1449283.747561,185457016928.611569,e,125000.000000,128830.357143
1449283.747561,185457016928.611569,s,125000.000000,NA
1449284.818790,185457155114.206350,e,125000.000000,128997.321418
1449305.000000,185459754868.510105,s,125000.000000,128820.535714
1449305.000000,185459754868.510105,s,125000.000000,NA
1449366.247082,185467668210.187119,e,125000.000000,129203.571428
1449433.000000,185476290303.216877,s,125000.000000,129164.285714
1449433.000000,185476290303.216877,s,125000.000000,NA
1449477.045965,185481995474.823992,e,125000.000000,129527.678571
1449489.493486,185483604472.486000,e,125000.000000,129262.500000
1449558.917095,185492566068.604657,e,125000.000000,129085.714286
1449592.779952,185496931625.808875,e,125000.000000,128918.750000
1449613.000000,185499528439.673994,s,125000.000000,128427.678572
1449613.000000,185499528439.673994,s,125000.000000,NA
1449666.562637,185506414203.663331,e,125000.000000,128555.357143
1449684.764666,185508753635.601089,e,125000.000000,128525.892856
1449696.456241,185510252286.823470,e,125000.000000,128182.142857
1449715.447164,185512684718.844194,e,125000.000000,128083.928572
1449774.000000,185520172894.607972,s,125000.000000,127887.500000
1449927.607374,185539841495.951143,e,125000.000000,128044.642857
1449935.000000,185540786920.409599,s,125000.000000,127887.500001
1450045.000000,185554870750.766744,s,125000.000000,128034.821429
1450166.363079,185570464280.957485,e,125000.000000,128486.607143
1450210.000000,185576064612.291698,s,125000.000000,128339.285714
1450210.000000,185576064612.291698,s,125000.000000,NA
1450245.674279,185580662294.253876,e,125000.000000,128879.464286
1450337.000000,185592381178.160378,s,125000.000000,128319.642857
1450337.000000,185592381178.160378,s,125000.000000,NA
1450525.559111,185616671463.879303,e,125000.000000,128820.535714
1450549.959777,185619811655.216657,e,125000.000000,128692.857143
1450552.608884,185620151379.545756,e,125000.000000,128241.071429
1450554.000000,185620329285.944066,s,125000.000000,127887.500000
1450558.688729,185620929099.986211,e,125000.000000,127926.785712
1450624.000000,185629271973.394406,s,125000.000000,127740.178572
1450626.822852,185629632759.108196,e,125000.000000,127808.928573
1450631.995017,185630291877.659543,e,125000.000000,127435.714287
1450705.747859,185639687726.243360,e,125000.000000,127396.428571
1450705.747859,185639687726.293080,s,125000.000000,127338.704830
1451720.000000,185771390177.966457,s,125000.000000,129851.785714
1451739.389610,185773908143.941985,e,125000.000000,129861.607143
1452098.000000,185820474343.400131,s,125000.000000,129851.785714
1452124.547018,185823923085.483919,e,125000.000000,129910.714286
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452124.547018,185823923085.483919,s,125000.000000,NA
1452179.088440,185831004315.186890,e,125000.000000,129832.142857
1452179.088440,185831004315.186890,s,125000.000000,NA
1452190.228070,185832451363.011145,e,125000.000000,129900.892857
1452196.001048,185833200937.822254,e,125000.000000,129841.964285
1452202.201301,185834005138.396975,e,125000.000000,129704.464288
1452203.999807,185834238147.580768,e,125000.000000,129557.142857
1452240.364308,185838945142.740193,e,125000.000000,129439.285714
1452269.435962,185842705872.660120,e,125000.000000,129360.714286
1452270.409814,185842831716.841217,e,125000.000000,129223.214292
1452272.000000,185843036987.185428,s,125000.000000,129085.714287
1452284.709449,185844679467.924392,e,125000.000000,129233.035715
1452324.941166,185849873202.955313,e,125000.000000,129095.535714
1452324.941166,185849873202.955313,s,125000.000000,NA
1452378.557885,185856801201.149495,e,125000.000000,129213.392857
1452440.224518,185864761482.432614,e,125000.000000,129085.714286
1452440.224518,185864761482.465058,s,125000.000000,128904.170213
1452523.043032,185875476571.410003,e,125000.000000,129380.357143
1452651.000000,185892012838.799890,s,125000.000000,129233.035714
1452827.000000,185914785510.228473,s,125000.000000,129390.178571
1452834.427582,185915747368.872189,e,125000.000000,129498.214286
1452834.427582,185915747368.872189,s,125000.000000,NA
1452874.141644,185920896509.751410,e,125000.000000,129655.357143
1452889.870358,185922929797.063542,e,125000.000000,129272.321428
1452889.870358,185922929797.098003,s,125000.000000,129151.776614
1452931.417721,185928316227.240737,e,125000.000000,129645.535714
1452950.000000,185930722416.674990,s,125000.000000,129488.392857
1452950.000000,185930722416.674990,s,125000.000000,NA
1452954.433390,185931297229.382741,e,125000.000000,129655.357140
1452956.571897,185931573553.157820,e,125000.000000,129213.392859
1452967.335522,185932959283.408134,e,125000.000000,128741.964285
1452989.000000,185935748198.085778,s,125000.000000,128732.142858
1453049.178458,185943514604.217621,e,125000.000000,129056.250000
1453138.000000,185954963621.664904,s,125000.000000,128899.107143
1453138.000000,185954963621.664904,s,125000.000000,NA
1453138.000000,185954963621.664904,s,125000.000000,NA
1453204.000000,185963511152.022055,s,125000.000000,129508.035714
1453273.048628,185972462320.274686,e,125000.000000,129635.714286
1453297.982007,185975688944.413162,e,125000.000000,129409.821429
1453306.298473,185976760439.351045,e,125000.000000,128840.178572
1453331.077866,185979949856.999860,e,125000.000000,128712.500000
1453425.784971,185992121242.014795,e,125000.000000,128516.071429
1453509.000000,186002800182.106829,s,125000.000000,128329.464286
1453509.000000,186002800182.106829,s,125000.000000,NA
1453541.935037,186007029628.921279,e,125000.000000,128417.857142
1453543.673837,186007252358.405084,e,125000.000000,128093.750002
1453595.813617,186013930114.179175,e,125000.000000,128074.107143
1453606.207399,186015260573.921084,e,125000.000000,128005.357143
1453675.000000,186024033288.963205,s,125000.000000,127524.107143
1453675.000000,186024033288.963205,s,125000.000000,NA
1453675.000000,186024033288.963205,s,125000.000000,NA
1453675.000000,186024033288.963205,s,125000.000000,NA
1453750.000000,186033744918.427495,s,125000.000000,129488.392857
1453851.184672,186046856102.973806,e,125000.000000,129576.785714
1453855.994788,186047478484.818436,e,125000.000000,129390.178574
1453886.728266,186051451472.820909,e,125000.000000,129272.321429
1453896.259524,186052682477.295376,e,125000.000000,129154.464285
1453896.259524,186052682477.324656,s,125000.000000,129112.312115
1453990.000000,186064818939.576766,s,125000.000000,129468.750000
1454027.519598,186069677292.037977,e,125000.000000,129488.392857
1454105.351821,186079754132.686948,e,125000.000000,129468.750000
1454105.351821,186079754132.686948,s,125000.000000,NA
1454109.000000,186080218503.486455,s,125000.000000,127288.392858
1454109.000000,186080218503.486455,s,125000.000000,NA
1454109.000000,186080218503.486455,s,125000.000000,NA
1454109.000000,186080218503.486455,s,125000.000000,NA
1454144.638930,186084776277.112932,e,125000.000000,127887.500000
1454234.864566,186096311463.584911,e,125000.000000,127848.214286
1454235.000000,186096328766.615863,s,125000.000000,127759.821441
1454235.000000,186096328766.615863,s,125000.000000,NA
1454269.227074,186100704636.922356,e,125000.000000,127848.214286
1454274.019066,186101317190.454077,e,125000.000000,127828.571427
1454325.554475,186107901345.086009,e,125000.000000,127759.821429
1454331.696683,186108685408.860907,e,125000.000000,127651.785714
1454343.379506,186110172037.609102,e,125000.000000,127249.107143
1454353.000000,186111392740.917666,s,125000.000000,126885.714286
1454353.000000,186111392740.917666,s,125000.000000,NA
1454411.271756,186118798040.490329,e,125000.000000,127082.142857
1454487.234196,186128448525.984630,e,125000.000000,127042.857143
1454512.000000,186131586331.205890,s,125000.000000,126699.107143
1454512.000000,186131586331.205890,s,125000.000000,NA
1454523.811094,186133088470.372026,e,125000.000000,127180.357143
1454563.000000,186138066371.163533,s,125000.000000,127023.214286
1454762.399149,186163500444.813699,e,125000.000000,127553.571429
1454856.273007,186175460560.933426,e,125000.000000,127406.250000
1454874.000000,186177713171.131489,s,125000.000000,127072.321428
1455086.000000,186204762856.845773,s,125000.000000,127592.857143
1455086.000000,186204762856.845773,s,125000.000000,NA
1455103.282704,186206973098.712995,e,125000.000000,127887.500000
1455171.185031,186215552254.593923,e,125000.000000,126345.535714
1455350.082606,186238144622.344483,e,125000.000000,126286.607143
1455410.000000,186245697263.319651,s,125000.000000,126050.892857
1455410.000000,186245697263.319651,s,125000.000000,NA
1455410.000000,186245697263.319651,s,125000.000000,NA
1455465.408534,186252696251.604767,e,125000.000000,126316.071429
1455467.000000,186252897216.869179,s,125000.000000,126276.785706
1455499.919230,186257054798.043570,e,125000.000000,126296.428571
1455534.002209,186261358687.092424,e,125000.000000,126276.785714
1455548.056941,186263132093.094006,e,125000.000000,126178.571429
1455556.110599,186264144020.854674,e,125000.000000,125648.214285
1455589.000000,186268272316.069804,s,125000.000000,125520.535714
1455589.000000,186268272316.069804,s,125000.000000,NA
1455608.739340,186270756793.972867,e,125000.000000,125864.285714
1455608.739340,186270756793.999286,s,125000.000000,125376.353591
1455698.442646,186282381141.055186,e,125000.000000,129586.607143
1455811.000000,186296947168.154887,s,125000.000000,129409.821428
1455811.000000,186296947168.154887,s,125000.000000,NA
1455817.203741,186297752003.899862,e,125000.000000,129733.928573
1455854.000000,186302519583.422439,s,125000.000000,129566.964286
1455860.968619,186303422554.733569,e,125000.000000,129576.785715
1456013.000000,186323120799.185669,s,125000.000000,129566.964286
1456013.000000,186323120799.185669,s,125000.000000,NA
1456039.559576,186326568042.449966,e,125000.000000,129792.857143
1456091.000000,186333238074.202986,s,125000.000000,129665.178571
1456091.000000,186333238074.202986,s,125000.000000,NA
1456102.661558,186334752691.942206,e,125000.000000,129881.249999
1456102.661558,186334752691.942206,s,125000.000000,NA
1456198.379974,186347182839.295999,e,125000.000000,129861.607143
1456207.680671,186348389820.593819,e,125000.000000,129773.214284
1456207.680671,186348389820.612648,s,125000.000000,129600.000000
1456237.859559,186352306528.361727,e,125000.000000,129783.035714
1456335.733116,186364997320.512168,e,125000.000000,129665.178571
1456371.000000,186369565704.543735,s,125000.000000,129537.500000
1456371.000000,186369565704.543735,s,125000.000000,NA
1456390.100497,186372043311.810119,e,125000.000000,129714.285714
1456401.609865,186373536128.269708,e,125000.000000,129704.464286
1456447.219482,186379443836.112627,e,125000.000000,129527.678571
1456577.000000,186396238709.749396,s,125000.000000,129409.821428
1456674.880330,186408927496.217237,e,125000.000000,129635.714286
1456674.880330,186408927496.243434,s,125000.000000,129477.376295
1456738.000000,186417120598.479979,s,125000.000000,129802.678572
1456767.486742,186420949504.620568,e,125000.000000,129851.785714
1456786.382936,186423402281.165872,e,125000.000000,129802.678572
1456966.000000,186446676482.992148,s,125000.000000,129576.785714
1456966.000000,186446676482.992148,s,125000.000000,NA
1457025.459173,186454389187.175587,e,125000.000000,129714.285714
1457043.000000,186456663966.164216,s,125000.000000,129684.821429
1457084.610493,186462063484.897523,e,125000.000000,129763.392857
1457112.000000,186465614681.226408,s,125000.000000,129655.357143
1457127.497545,186467624325.363220,e,125000.000000,129675.000000
1457157.416264,186471503447.566130,e,125000.000000,129655.357143
1457287.033561,186488298840.315529,e,125000.000000,129576.785714
1457633.000000,186533012531.341688,s,125000.000000,129242.857143
1457692.884092,186540757415.821893,e,125000.000000,129331.250000
1457803.000000,186554989110.381964,s,125000.000000,129242.857143
1457996.751316,186580079559.802469,e,125000.000000,129498.214286
1458110.000000,186594716143.307282,s,125000.000000,129242.857143
1458382.000000,186629958357.592984,s,125000.000000,129566.964286
1458497.000000,186644874370.985850,s,125000.000000,129704.464286
1458599.681844,186658206783.329044,e,125000.000000,129841.964286
1458605.000000,186658896571.882259,s,125000.000000,129704.464284
1458660.285570,186666070615.071948,e,125000.000000,129763.392857
1458709.298386,186672414798.853375,e,125000.000000,129439.285715
1458751.476474,186677871814.968605,e,125000.000000,129380.357143
1458983.000000,186707794577.000545,s,125000.000000,129242.857143
1459075.000000,186719702991.286271,s,125000.000000,129439.285714
1459222.241000,186738779114.612055,e,125000.000000,129557.142857
1459260.595654,186743743713.590257,e,125000.000000,129439.285714
1459477.000000,186771712429.550530,s,125000.000000,129242.857143
1459477.000000,186771712429.550530,s,125000.000000,NA
1459477.000000,186771712429.550530,s,125000.000000,NA
1459538.000000,186779614816.157677,s,125000.000000,129547.321429
1459579.295726,186784966189.217628,e,125000.000000,129586.607143
1459582.439558,186785373217.197152,e,125000.000000,129468.749998
1459604.219632,186788190703.081755,e,125000.000000,129360.714285
1459633.496990,186791976892.872078,e,125000.000000,129321.428572
1460875.000000,186952432289.033833,s,125000.000000,129242.857143
1460875.000000,186952432289.033833,s,125000.000000,NA
1460932.427096,186959865611.359206,e,125000.000000,129439.285714
1460943.000000,186961233329.734261,s,125000.000000,129360.714285
1461067.984930,186977418655.030149,e,125000.000000,129498.214286
1461184.321775,186992470357.545087,e,125000.000000,129380.357143
1461661.000000,187054077613.273686,s,125000.000000,129242.857143
1461946.033275,187090972116.801751,e,125000.000000,129439.285714
1462077.016175,187107900720.995594,e,125000.000000,129242.857143
1462077.016175,187107900721.026290,s,125000.000000,124966.824645
1462077.016175,187107900721.026290,s,125000.000000,NA
1462966.000000,187223197160.715434,s,125000.000000,129694.642857
1462966.561622,187223270027.653661,e,125000.000000,129743.749980
1462966.561622,187223270027.659765,s,125000.000000,129134.975369
1463053.897129,187234589255.172557,e,125000.000000,129606.250000
1463496.000000,187291866840.029548,s,125000.000000,129557.142857
1463496.000000,187291866840.029548,s,125000.000000,NA
1463505.582515,187293108982.124430,e,125000.000000,129625.892857
1463569.459924,187301388520.893889,e,125000.000000,129616.071428
1463579.089300,187302636075.394287,e,125000.000000,129557.142857
1463579.089300,187302636075.394287,s,125000.000000,NA
1463963.086382,187352381868.738117,e,125000.000000,129547.321429
1463963.086382,187352381868.751358,s,125000.000000,129245.090909
1464684.052775,187445901509.419082,e,125000.000000,129714.285714
1464684.052775,187445901509.443253,s,125000.000000,129120.796020
1465018.328840,187489245475.103717,e,125000.000000,129665.178571
1465018.328840,187489245475.103717,s,125000.000000,NA
1465808.000000,187591622815.679976,s,125000.000000,129645.535714
1465851.954815,187597323519.666749,e,125000.000000,129694.642857
1466059.339433,187624210009.592862,e,125000.000000,129645.535714
1466059.339433,187624210009.612650,s,125000.000000,129167.173252
1466157.000000,187636873184.472100,s,125000.000000,129665.178571
1466200.145005,187642470131.714943,e,125000.000000,129724.107143
1466760.000000,187715063829.624160,s,125000.000000,129665.178571
1466900.366890,187733285206.571027,e,125000.000000,129812.500000
1466958.966046,187740883476.508944,e,125000.000000,129665.178571
1466958.966046,187740883476.558975,s,125000.000000,129135.384615
1466958.966046,187740883476.558975,s,125000.000000,NA
1467153.189820,187766107595.499856,e,125000.000000,129871.428571
1467254.000000,187779164314.042546,s,125000.000000,129517.857143
1467557.429535,187818538360.030161,e,125000.000000,129763.392857
1467606.053544,187824828874.144768,e,125000.000000,129370.535714
1467606.053544,187824828874.144768,s,125000.000000,NA
1467968.320178,187871788009.955875,e,125000.000000,129625.892857
1467968.320178,187871788009.974625,s,125000.000000,129058.461538
1467968.320178,187871788009.974625,s,125000.000000,NA
1468296.249861,187914367044.156056,e,125000.000000,129841.964286
1468462.303259,187935870662.694939,e,125000.000000,129498.214286
1468796.000000,187978959254.361667,s,125000.000000,129125.000000
1468796.000000,187978959254.361667,s,125000.000000,NA
1468796.000000,187978959254.361667,s,125000.000000,NA
1468871.885055,187988786233.533231,e,125000.000000,129498.214286
1468905.576571,187993147239.275261,e,125000.000000,129439.285714
1469181.281731,188028812655.622643,e,125000.000000,129360.714286
1469369.112880,188053066352.760350,e,125000.000000,129125.000000
1469369.112880,188053066352.784460,s,125000.000000,125062.801932
1469544.000000,188075537005.466255,s,125000.000000,128486.607143
1470070.653919,188143442915.358988,e,125000.000000,128938.392857
1470553.000000,188205417926.790331,s,125000.000000,128486.607143
1471009.000000,188264195919.647484,s,125000.000000,128899.107143
1471016.286839,188265136045.527035,e,125000.000000,129016.964287
1471226.554541,188292177410.731064,e,125000.000000,128604.464286
1471725.156864,188356241131.452069,e,125000.000000,128486.607143
1471725.156864,188356241131.462500,s,125000.000000,125139.664804
1473017.000000,188521413657.282433,s,125000.000000,127858.035714
1473017.000000,188521413657.282433,s,125000.000000,NA
1473057.916147,188526670432.288801,e,125000.000000,128476.785714
1473276.000000,188554676293.412504,s,125000.000000,128417.857143
1473276.000000,188554676293.412504,s,125000.000000,NA
1473304.385058,188558327853.722503,e,125000.000000,128643.750000
1473537.292320,188588283054.840887,e,125000.000000,128614.285714
1473588.058486,188594783889.062586,e,125000.000000,128054.464286
1474186.196106,188671260590.279717,e,125000.000000,127858.035714
1474186.196106,188671260590.279717,s,125000.000000,NA
1476767.000000,189002833979.088100,s,125000.000000,128476.785714
1476767.000000,189002833979.088100,s,125000.000000,NA
1476896.090460,189019502784.737374,e,125000.000000,129125.000000
1477031.000000,189036905754.030741,s,125000.000000,128997.321428
1477031.000000,189036905754.030741,s,125000.000000,NA
1477229.048681,189062513802.125411,e,125000.000000,129301.785714
1477280.974579,189069222303.600852,e,125000.000000,129193.750000
1477341.000000,189076965422.153702,s,125000.000000,128997.321429
1477341.000000,189076965422.153702,s,125000.000000,NA
1477596.370339,189110002819.657965,e,125000.000000,129370.535714
1477627.023999,189113963081.051185,e,125000.000000,129193.750000
1477713.171006,189125075814.129698,e,125000.000000,128997.321428
1478155.288517,189181877650.822025,e,125000.000000,128476.785714
1478155.288517,189181877650.874090,s,125000.000000,124994.969257
1478155.288517,189181877650.874090,s,125000.000000,NA
1480071.000000,189430184647.291165,s,125000.000000,129616.071429
1480071.000000,189430184647.291165,s,125000.000000,NA
1480079.589614,189431300530.242842,e,125000.000000,129910.714287
1480439.629163,189478069989.027964,e,125000.000000,129900.892857
1480678.519534,189509034020.390547,e,125000.000000,129616.071429
1481317.000000,189590606170.772349,s,125000.000000,127759.821429
1481626.209190,189630277709.789226,e,125000.000000,128300.000000
1482139.000000,189695791772.164914,s,125000.000000,127759.821429
1482309.556197,189717598752.431199,e,125000.000000,127858.035714
1482747.884389,189773599484.064196,e,125000.000000,127759.821429
1482747.884389,189773599484.064196,s,125000.000000,NA
1483208.000000,189832939608.417537,s,125000.000000,128967.857143
1483451.987030,189864518718.972017,e,125000.000000,129429.464286
1484820.000000,190040948420.287521,s,125000.000000,128967.857143
1484820.000000,190040948420.287521,s,125000.000000,NA
1484900.909981,190051429296.955998,e,125000.000000,129537.500000
1485333.833502,190107453852.490162,e,125000.000000,129409.821429
1485399.750616,190115955041.402316,e,125000.000000,128967.857143
1485399.750616,190115955041.436678,s,125000.000000,124965.283658
1485760.000000,190162001667.387824,s,125000.000000,127818.750000
1485760.000000,190162001667.387824,s,125000.000000,NA
1485851.714116,190173752374.719846,e,125000.000000,128123.214286
1486141.570684,190210872649.045956,e,125000.000000,128064.285714
1486207.000000,190219235742.450058,s,125000.000000,127818.750000
1486207.000000,190219235742.450058,s,125000.000000,NA
1486207.000000,190219235742.450058,s,125000.000000,NA
1486207.000000,190219235742.450058,s,125000.000000,NA
1486231.938507,190222435597.797870,e,125000.000000,128309.821429
1486299.242612,190231068731.442944,e,125000.000000,128270.535714
1486396.371491,190243519873.254317,e,125000.000000,128191.964286
1486434.155594,190248356811.875438,e,125000.000000,128015.178571
1487390.000000,190370531649.084023,s,125000.000000,127818.750000
1487555.177818,190391668805.586139,e,125000.000000,127966.071429
1488354.000000,190493773258.316195,s,125000.000000,127818.750000
1488501.650480,190512658809.377987,e,125000.000000,127907.142857
1489389.451661,190626136446.506204,e,125000.000000,127818.750000
1489389.451661,190626136446.557285,s,125000.000000,125009.686610
1490039.000000,190709518154.899285,s,125000.000000,128368.750000
1490039.000000,190709518154.899285,s,125000.000000,NA
1490160.051794,190725126378.694652,e,125000.000000,128938.392857
1490835.416787,190812113992.729941,e,125000.000000,128800.892857
1491427.000000,190888054790.346664,s,125000.000000,128368.750000
1491433.811252,190888929209.210564,e,125000.000000,128378.571428
1491653.000000,190917066194.742891,s,125000.000000,128368.750000
1491653.000000,190917066194.742891,s,125000.000000,NA
1491687.861217,190921561486.407287,e,125000.000000,128948.214286
1492097.000000,190974295091.921749,s,125000.000000,128889.285714
1492147.532433,190980813144.115792,e,125000.000000,128987.500000
1492176.406150,190984522462.928451,e,125000.000000,128466.964286
1492647.000000,191044932007.176151,s,125000.000000,128368.750000
1492706.197072,191052533386.957443,e,125000.000000,128408.035714
1492907.000000,191078310207.775410,s,125000.000000,128368.750000
1493134.280265,191107523839.012936,e,125000.000000,128535.714286
1493433.000000,191145870117.962543,s,125000.000000,128368.750000
1493505.304795,191155165286.726129,e,125000.000000,128555.357143
1493743.279268,191184956503.626445,e,125000.000000,125186.607143
