batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
v4.2.0-7-g6c8d44d,334116572432.143677,2611846.391286,652.423539,103590.680117,94388.408200,3.135825,1317.244804,979.117491,500,0,17613,17613,2,0,17611,0,13.628972,82.050013,0.999886,777460576.717859,528141903.190944,0.000000,0.000000,0.000000,0.000000
