timestamp,datetime,hour,day_of_week,running_jobs,waiting_jobs,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing,energy,wattmin,epower,utilization_rate
28907.0,2025-01-01 08:01:47.000000,8,2,2,0,0.0,0.0,0.0,452.0,48.0,3613380246.476886,125000.0,123429.925926,0.096
28907.897355,2025-01-01 08:01:47.897355,8,2,1,0,0.0,0.0,0.0,452.0,48.0,3613380246.476886,125000.0,123429.925926,0.096
28908.099787,2025-01-01 08:01:48.099787,8,2,0,0,0.0,0.0,0.0,452.0,48.0,3613380246.476886,125000.0,123429.925926,0.096
30720.0,2025-01-01 08:32:00.000000,8,2,3,0,0.0,0.0,0.0,475.0,25.0,3840005705.302892,125000.0,125000.0,0.05
30720.0,2025-01-01 08:32:00.000000,8,2,3,0,0.0,0.0,0.0,475.0,25.0,3840005705.302904,125000.0,123316.14814800001,0.05
30720.0,2025-01-01 08:32:00.000000,8,2,3,0,0.0,0.0,0.0,475.0,25.0,3840005705.3029156,125000.0,123477.33333299999,0.05
30720.658824000002,2025-01-01 08:32:00.658824,8,2,2,0,0.0,0.0,0.0,475.0,25.0,3840005705.3029156,125000.0,123477.33333299999,0.05
30721.193104,2025-01-01 08:32:01.193104,8,2,1,0,0.0,0.0,0.0,475.0,25.0,3840005705.3029156,125000.0,123477.33333299999,0.05
30721.260785000002,2025-01-01 08:32:01.260785,8,2,0,0,0.0,0.0,0.0,475.0,25.0,3840005705.3029156,125000.0,123477.33333299999,0.05
31415.0,2025-01-01 08:43:35.000000,8,2,2,0,0.0,0.0,0.0,474.0,26.0,3926880978.068559,125000.0,125000.0,0.052
31415.0,2025-01-01 08:43:35.000000,8,2,2,0,0.0,0.0,0.0,474.0,26.0,3926880978.068571,125000.0,123373.03703699999,0.052
31415.663210000002,2025-01-01 08:43:35.663210,8,2,1,0,0.0,0.0,0.0,474.0,26.0,3926880978.068571,125000.0,123373.03703699999,0.052
31415.845648000002,2025-01-01 08:43:35.845648,8,2,0,0,0.0,0.0,0.0,474.0,26.0,3926880978.068571,125000.0,123373.03703699999,0.052
31900.0,2025-01-01 08:51:40.000000,8,2,1,0,0.0,0.0,0.0,449.0,51.0,3987506172.5091743,125000.0,125000.0,0.102
31900.954102999996,2025-01-01 08:51:40.954103,8,2,0,0,0.0,0.0,0.0,449.0,51.0,3987506172.5091743,125000.0,125000.0,0.102
32661.0,2025-01-01 09:04:21.000000,9,2,1,0,0.0,0.0,0.0,488.0,12.0,4082631650.412496,125000.0,125000.0,0.024
32662.836861,2025-01-01 09:04:22.836861,9,2,0,0,0.0,0.0,0.0,488.0,12.0,4082631650.412496,125000.0,125000.0,0.024
32962.0,2025-01-01 09:09:22.000000,9,2,1,0,0.0,0.0,0.0,496.0,4.0,4120256866.89966,125000.0,125000.0,0.008
32963.877537,2025-01-01 09:09:23.877537,9,2,0,0,0.0,0.0,0.0,496.0,4.0,4120256866.89966,125000.0,125000.0,0.008
33240.0,2025-01-01 09:14:00.000000,9,2,3,0,0.0,0.0,0.0,444.0,56.0,4155006940.6600475,125000.0,125000.0,0.112
33240.0,2025-01-01 09:14:00.000000,9,2,3,0,0.0,0.0,0.0,444.0,56.0,4155006940.66006,125000.0,123849.142857,0.112
33240.0,2025-01-01 09:14:00.000000,9,2,3,0,0.0,0.0,0.0,444.0,56.0,4155006940.660073,125000.0,123913.142857,0.112
33240.732098,2025-01-01 09:14:00.732098,9,2,2,0,0.0,0.0,0.0,444.0,56.0,4155006940.660073,125000.0,123913.142857,0.112
