timestamp,time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing,total_nodes,active_nodes,utilization_rate,running_jobs,waiting_jobs,energy,wattmin,epower
2024-01-01 02:12:10,7930.0,0,0,0,210,290,500,500,0.58,1,0,396500000.00001,50000.0,50000.0
2024-01-01 06:53:47,24827.0,0,0,0,179,321,500,500,0.642,2,0,1241350000.000015,50000.0,50000.0
2024-01-01 07:27:56,26876.0,0,0,0,163,337,500,500,0.674,3,0,1343800000.000014,50000.0,50000.0
2024-01-01 07:38:16,27496.0,0,0,0,111,389,500,500,0.778,4,0,1374800000.000014,50000.0,50000.0
2024-01-01 07:46:05,27965.0,0,0,0,79,421,500,500,0.842,5,0,1398250000.000014,50000.0,50000.0
2024-01-01 07:59:57,28797.0,0,0,0,77,423,500,500,0.846,6,0,1439850000.000014,50000.0,50000.0
2024-01-01 08:44:48,31488.0,0,0,0,93,407,500,500,0.814,5,0,1439850000.000014,50000.0,50000.0
2024-01-01 08:45:06,31506.0,0,0,0,95,405,500,500,0.81,4,0,1439850000.000014,50000.0,50000.0
2024-01-01 09:47:58,35278.0,0,0,0,93,407,500,500,0.814,5,0,1763900000.000014,50000.0,50000.0
2024-01-01 09:51:56,35516.0,0,0,0,383,117,500,500,0.234,4,0,1763900000.000014,50000.0,50000.0
2024-01-01 10:10:31,36631.0,0,0,0,385,115,500,500,0.23,3,0,1763900000.000014,50000.0,50000.0
2024-01-01 10:27:18,37638.0,0,0,0,382,118,500,500,0.236,4,0,1881900000.000016,50000.0,50000.0
2024-01-01 10:34:54,38094.0,0,0,0,379,121,500,500,0.242,5,0,1904700000.000016,50000.0,50000.0
2024-01-01 10:43:31,38611.0,0,0,0,382,118,500,500,0.236,4,0,1904700000.000016,50000.0,50000.0
2024-01-01 11:16:13,40573.0,0,0,0,385,115,500,500,0.23,3,0,1904700000.000016,50000.0,50000.0
2024-01-01 11:24:18,41058.0,0,0,0,417,83,500,500,0.166,2,0,1904700000.000016,50000.0,50000.0
2024-01-01 11:44:49,42289.0,0,0,0,469,31,500,500,0.062,1,0,1904700000.000016,50000.0,50000.0
2024-01-01 11:57:04,43024.0,0,0,0,463,37,500,500,0.074,2,0,2151200000.000015,50000.0,50000.0
2024-01-01 12:19:00,44340.0,0,0,0,469,31,500,500,0.062,1,0,2151200000.000015,50000.0,50000.0
2024-01-01 13:12:32,47552.0,0,0,0,443,57,500,500,0.114,2,0,2377600000.000015,50000.0,50000.0
2024-01-01 15:06:56,54416.0,0,0,0,474,26,500,500,0.052,1,0,2377600000.000015,50000.0,50000.0
2024-01-01 16:34:07,59647.0,0,0,0,457,43,500,500,0.086,2,0,2982350000.000015,50000.0,50000.0
2024-01-01 17:20:21,62421.0,0,0,0,474,26,500,500,0.052,1,0,2982350000.000015,50000.0,50000.0
2024-01-01 17:50:12,64212.0,0,0,0,463,37,500,500,0.074,2,0,3210600000.000015,50000.0,50000.0
2024-01-01 17:56:43,64603.0,0,0,0,474,26,500,500,0.052,1,0,3210600000.000015,50000.0,50000.0
2024-01-01 18:17:23,65843.0,0,0,0,433,67,500,500,0.134,2,0,3292150000.000015,50000.0,50000.0
2024-01-01 18:35:38,66938.0,0,0,0,414,86,500,500,0.172,3,0,3346900000.000015,50000.0,50000.0
2024-01-01 18:42:22,67342.0,0,0,0,433,67,500,500,0.134,2,0,3346900000.000015,50000.0,50000.0
2024-01-01 19:35:10,70510.0,0,0,0,386,114,500,500,0.228,3,0,3525500000.000015,50000.0,50000.0
2024-01-01 20:40:53,74453.0,0,0,0,412,88,500,500,0.176,2,0,3525500000.000015,50000.0,50000.0
2024-01-01 23:50:02,85802.0,0,0,0,453,47,500,500,0.094,1,0,3525500000.000015,50000.0,50000.0
2024-01-02 01:15:39,90939.0,0,0,0,431,69,500,500,0.138,2,0,4546950000.000015,50000.0,50000.0
2024-01-02 01:48:01,92881.0,0,0,0,372,128,500,500,0.256,3,0,4644050000.000015,50000.0,50000.0
