batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
v4.2.0-7-g6c8d44d,217845450000.000610,4364839.000000,78.203798,1932914.000000,1887523.000000,3.265953,48224.935027,39502.703448,500,0,2755,2755,0,0,2755,0,6.623388,13.042528,1.000000,1715457240.999767,433741154.000233,0.000000,0.000000,0.000000,0.000000
